phases,magpie,mat2vec,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Sr Li Ta S O,0.422,0.589,267,34.9,61.0,3.0,18.9,20.8,False
Ba Li Y I Br,0.447,0.57,267,13.2,43.3,1.0,25.3,27.6,False
Rb Li Si Br Cl,0.399,0.617,267,9.0,207.4,3.0,13.7,16.2,False
Sr Li Nb Te F,0.395,0.629,267,73.9,61.0,3.0,19.3,21.2,False
K Li Nb Br F,0.579,0.538,267,52.9,85.4,4.0,20.1,22.6,False
K Li In Br Cl,0.609,0.533,267,9.0,61.7,2.0,14.5,17.0,False
K Li La Te F,0.5,0.543,267,73.9,29.7,2.0,24.2,26.4,False
Li Sc In Te I,0.385,0.642,267,0.5,6.2,0.0,10.0,8.6,False
Li Ga B N F,0.434,0.586,267,10.9,85.4,0.0,7.7,3.4,True
Li Ta Nb Te O,0.578,0.54,267,64.3,0.0,0.0,15.4,13.6,False
Rb Li Mg S Cl,0.41,0.605,267,1.8,93.0,1.0,15.6,17.8,False
Li Gd Ti S I,0.608,0.534,267,21.2,26.2,1.0,17.6,18.4,False
Li Nb V Te Se,0.342,0.795,267,12.5,5.5,0.0,15.5,13.6,False
Li Nb B Cl F,0.473,0.546,267,40.3,100.0,2.0,9.4,8.0,True
Cs Li Zr Te Br,0.409,0.608,268,13.7,110.5,3.0,20.8,23.0,False
Li Y Sc S I,0.394,0.637,268,21.2,17.5,0.0,18.7,20.0,False
Li Y Sc Te Br,0.365,0.676,268,13.7,17.5,0.0,19.3,20.6,False
Li Mg Ga I F,0.364,0.682,268,73.1,13.2,1.0,8.2,4.6,False
Li Hf Zn Se Cl,0.402,0.615,268,10.2,3.5,2.0,11.2,9.6,False
Li Gd Ta S N,0.688,0.531,268,28.8,31.1,2.0,19.6,20.4,False
Li Y Zn Se I,0.378,0.665,268,12.0,18.2,1.0,13.7,15.0,False
Li Hf P Se F,0.405,0.614,268,54.6,54.5,1.0,9.2,8.4,True
Li Hf Ga Se S,0.375,0.673,268,8.2,11.8,1.0,10.4,8.8,False
Li Gd Al Se F,0.595,0.538,268,54.6,59.3,0.0,13.0,13.8,False
Sr Li Gd N F,0.563,0.541,268,10.9,22.8,1.0,25.9,27.8,False
Rb Li V Te Br,0.348,0.823,268,13.7,113.5,4.0,19.6,21.8,False
Li Ti V Se N,0.392,0.638,268,39.4,9.5,1.0,16.9,15.2,False
Cs Li Sn Se I,0.401,0.62,268,12.0,118.1,3.0,13.6,15.8,False
Rb Li Zr Se I,0.35,0.798,268,12.0,93.0,3.0,20.2,22.4,False
Li Y Ti Te S,0.406,0.613,268,21.8,22.1,1.0,19.1,20.4,False
K Li Y I F,0.476,0.546,268,73.1,46.2,2.0,26.3,28.8,False
Li Y Ti Te S,0.406,0.613,268,21.8,22.1,1.0,19.1,20.4,False
Li La Ge Se Cl,0.391,0.642,268,10.2,52.2,1.0,11.0,11.2,False
Li Gd Si I N,0.639,0.533,268,56.1,99.1,1.0,12.4,13.2,False
Cs Li Br O F,0.473,0.547,268,52.9,,,14.3,19.0,True
Li La Zr Br F,0.446,0.579,268,52.9,36.3,1.0,18.5,19.0,False
Li Ta Sn Se S,0.353,0.742,268,8.2,1.2,1.0,9.4,7.6,False
Rb Li Sn O F,0.447,0.572,268,5.9,100.0,3.0,13.9,16.2,True
Rb Li Sb Br O,0.415,0.603,268,44.4,100.0,2.0,13.1,16.6,False
Li La In Te F,0.464,0.555,268,73.9,24.7,0.0,12.2,12.4,False
Li Hf Al Te Se,0.407,0.611,268,12.5,25.9,1.0,11.0,9.4,False
Cs Li Ca S I,0.492,0.545,268,21.2,58.8,1.0,26.8,29.0,False
Cs Li Ca S I,0.492,0.545,268,21.2,58.8,1.0,26.8,29.0,False
Ba Li Sc Br F,0.396,0.63,268,52.9,68.4,1.0,20.5,22.8,False
Li Ti Zn Te Se,0.357,0.736,268,12.5,3.3,2.0,11.7,10.0,False
Rb Sr Li Se S,0.354,0.738,268,8.2,25.8,1.0,27.6,29.8,False
Li V W I N,0.428,0.587,268,56.1,1.4,1.0,15.2,13.2,False
Li Sc In Se I,0.384,0.65,268,12.0,6.2,0.0,9.8,8.4,False
Li Ge Mo N Cl,0.46,0.56,268,26.5,0.6,2.0,10.0,7.8,True
Li La Mg Br F,0.421,0.597,268,52.9,36.3,1.0,13.7,14.2,False
Li Gd Mg Se Cl,0.452,0.563,268,10.2,25.0,1.0,13.8,14.6,False
Li Gd V N F,0.523,0.543,268,10.9,38.3,2.0,19.2,20.0,False
Li Ta Sn Se F,0.361,0.707,268,54.6,1.2,1.0,9.4,7.6,False
Li Sb Te W I,0.362,0.683,268,0.5,8.3,3.0,8.1,7.0,False
Rb Li Te Br O,0.42,0.599,268,64.3,,,13.1,17.2,True
Li Sc Ta S Cl,0.424,0.591,268,1.8,7.9,2.0,15.6,14.2,False
Li Te P W Se,0.358,0.715,268,12.5,39.4,1.0,8.9,7.4,False
Li Ca La Br O,0.451,0.571,268,44.4,2.8,1.0,22.7,24.6,False
K Li V I F,0.423,0.592,268,73.1,95.5,4.0,19.7,22.2,False
Sr Li Ga I Cl,0.38,0.655,268,23.4,73.7,1.0,13.8,16.0,False
Cs Li Ca Se F,0.453,0.562,268,54.6,58.8,1.0,27.6,29.8,False
Cs Li Ca Se F,0.453,0.562,268,54.6,58.8,1.0,27.6,29.8,False
Cs Li N Cl F,0.558,0.542,268,40.3,,,14.3,17.4,True
Li Gd In O F,0.632,0.538,269,5.9,14.4,0.0,12.5,13.4,False
Sr Li Y Se Br,0.36,0.728,269,1.1,26.9,1.0,25.1,27.0,False
Li La S I F,0.448,0.572,269,73.1,,,11.1,13.8,True
Rb Li Zr Te S,0.358,0.731,269,21.8,93.0,3.0,21.0,23.2,False
Cs Li Zn I Cl,0.462,0.56,269,23.4,105.7,1.0,15.9,18.4,False
Li Ti Nb I Br,0.409,0.611,269,13.2,3.9,1.0,15.2,13.8,False
Li La Sn I Cl,0.416,0.603,269,23.4,41.2,1.0,11.3,11.8,False
Cs Sr Li Se Br,0.405,0.615,269,1.1,37.1,1.0,27.4,29.6,False
Li Sc Ga Te F,0.381,0.663,269,73.9,16.4,0.0,10.8,9.4,False
Li In B Br N,0.453,0.567,269,37.9,129.3,0.0,7.2,2.8,True
K Li Hf N O,0.569,0.543,269,4.8,78.8,3.0,21.6,23.8,True
Cs Li Al Te I,0.467,0.555,269,0.5,168.1,2.0,14.8,17.0,False
Li Sc I Br F,0.369,0.676,269,73.1,,,10.3,11.4,True
Rb Li Y Se S,0.364,0.697,269,8.2,59.6,2.0,26.4,28.6,False
Li Y V Se S,0.362,0.704,269,8.2,33.8,2.0,18.3,19.6,False
Li Al Ga Br Cl,0.391,0.643,269,9.0,12.6,0.0,7.7,3.6,True
Li Sc Ga Te I,0.357,0.746,269,0.5,16.4,0.0,10.2,8.8,False
Cs Li Ga Te Se,0.397,0.63,269,12.5,138.2,2.0,15.4,17.6,False
Ba Li B N Cl,0.447,0.578,269,26.5,263.4,1.0,14.0,16.2,True
Rb Li Al S Br,0.423,0.597,269,7.1,145.9,2.0,14.4,16.6,False
Li Gd Zr Te O,0.642,0.534,269,64.3,25.0,1.0,18.8,19.6,False
Li Y Sn Te Se,0.353,0.751,269,12.5,25.3,1.0,12.9,14.2,False
Li Sc Mo I Cl,0.412,0.609,269,23.4,14.2,3.0,15.1,14.0,False
Sr Li Te W Br,0.368,0.686,269,13.7,72.2,4.0,18.1,20.0,False
Ba Li In Br Cl,0.488,0.547,269,9.0,58.5,1.0,13.9,16.2,False
Cs Li P Br F,0.429,0.588,269,52.9,229.1,4.0,14.1,17.4,True
Cs Li Sb Te Se,0.402,0.621,269,12.5,118.1,2.0,14.2,17.6,False
Rb Li B Se O,0.424,0.594,269,46.0,304.9,2.0,13.4,15.8,True
Rb Li In S Cl,0.455,0.562,269,1.8,76.6,2.0,14.2,16.4,False
Li Sc Sn I F,0.385,0.654,269,73.1,6.6,1.0,9.9,8.8,False
Li Gd Ta I O,0.706,0.532,269,63.5,31.1,2.0,17.5,18.4,False
Cs Li Si I F,0.511,0.545,269,73.1,235.2,3.0,13.9,16.4,True
Li V W Se Cl,0.388,0.65,269,10.2,1.4,1.0,14.2,12.2,False
Ba Li Nb I F,0.597,0.54,269,73.1,81.7,3.0,19.3,21.6,False
Cs Li W Se S,0.474,0.548,269,8.2,136.1,5.0,19.4,21.6,False
Rb Li In S Cl,0.455,0.562,269,1.8,76.6,2.0,14.2,16.4,False
Li Hf In Te S,0.422,0.6,269,21.8,10.6,1.0,10.4,8.8,False
Sr Li Y Te N,0.395,0.64,269,56.8,26.9,1.0,27.3,29.2,False
Rb Li Te N Cl,0.441,0.587,269,56.8,,,13.6,16.4,True
Li Sc V Te Se,0.351,0.836,269,12.5,13.8,2.0,16.0,14.6,False
K Li Ca I N,0.531,0.544,269,56.1,33.3,1.0,28.0,30.2,False
Li Gd Sn Br N,0.473,0.553,269,37.9,29.5,1.0,13.0,13.8,False
Li Y Nb Te I,0.379,0.666,269,0.5,26.8,2.0,18.1,19.4,False
Li Zr V Te O,0.378,0.67,269,64.3,10.6,1.0,15.5,14.0,False
Li Sc Sb Se F,0.385,0.663,270,54.6,6.6,0.0,9.4,9.2,False
Li Zr Ga I Br,0.363,0.707,270,13.2,13.2,1.0,10.2,9.0,False
Li Gd Mo O F,0.65,0.536,270,5.9,38.7,3.0,17.3,18.2,False
Cs Li V Te Br,0.391,0.644,270,13.7,132.8,4.0,19.8,22.0,False
Rb Li Sb Te O,0.367,0.705,270,64.3,100.0,2.0,13.6,17.0,False
Li Gd Zn S I,0.574,0.544,270,21.2,22.2,1.0,13.0,13.8,False
Sr Li Te W F,0.395,0.643,270,73.9,72.2,4.0,18.5,20.4,False
Li Ca I Cl F,0.429,0.594,270,73.1,,,13.7,18.0,True
Rb Li Zn Te Se,0.355,0.856,270,12.5,88.6,1.0,16.2,18.4,False
Rb Li Zr Se F,0.362,0.722,270,54.6,93.0,3.0,20.8,23.0,False
Li La Te Mo Br,0.447,0.582,270,13.7,51.2,3.0,16.6,16.8,False
Rb Li Ti Se O,0.378,0.672,270,46.0,94.9,3.0,20.2,22.4,False
Rb Li Se Br O,0.419,0.607,270,46.0,,,13.1,17.4,True
Li Hf Te Se O,0.411,0.611,270,64.3,,,9.0,9.2,True
Sr Li In I Br,0.4,0.631,270,13.2,40.4,1.0,13.4,15.6,False
Ba Li In Br F,0.513,0.546,270,52.9,58.5,1.0,14.1,16.4,False
Li Sc Ga Se F,0.38,0.671,270,54.6,16.4,0.0,10.6,9.2,False
Li Y W I N,0.576,0.543,270,56.1,35.7,3.0,18.5,19.8,False
Li Ta Ga Br Cl,0.39,0.651,270,9.0,7.9,2.0,10.3,8.8,False
Li Zr Nb Te N,0.408,0.616,270,56.8,4.9,1.0,17.5,16.0,False
Ba Li Ge N F,0.479,0.548,270,10.9,93.5,2.0,14.4,16.4,True
Li Hf P N F,0.474,0.55,270,10.9,54.5,1.0,10.4,9.4,False
Ba Li Sc Te I,0.427,0.598,270,0.5,68.4,1.0,19.8,21.8,False
Li Sc Te W Cl,0.41,0.614,270,24.0,15.4,3.0,15.0,13.6,False
Li Te Mo W Br,0.405,0.618,270,13.7,1.1,0.0,14.0,11.8,False
Li Sc Ga Se I,0.356,0.753,270,12.0,16.4,0.0,10.0,8.6,False
Li Y V Se I,0.358,0.746,270,12.0,33.8,2.0,17.7,19.0,False
Li Hf Si Br N,0.449,0.572,270,37.9,57.4,0.0,10.2,8.6,False
Li Sn Te W I,0.37,0.677,270,0.5,8.3,2.0,8.5,6.2,False
Cs Li Ta Se Cl,0.458,0.562,270,10.2,120.7,4.0,20.2,22.4,False
Li La B Br O,0.448,0.575,270,44.4,185.9,0.0,10.5,11.0,True
Li Ta Te S N,0.517,0.545,270,56.8,,,9.2,8.0,True
Li Al Ge Br F,0.402,0.623,270,52.9,14.1,1.0,6.9,2.8,True
Sr Li W S N,0.453,0.569,270,28.8,72.2,4.0,19.7,21.6,False
Li Sc W Br Cl,0.439,0.589,270,9.0,15.4,3.0,15.1,14.0,False
K Li V I Br,0.397,0.635,270,13.2,95.5,4.0,19.3,21.8,False
Rb Li Si Se N,0.369,0.685,270,39.4,207.4,3.0,15.2,17.4,False
Li Si Te W Se,0.365,0.706,270,12.5,42.0,2.0,8.9,6.6,False
Li Hf Si Se S,0.384,0.665,270,8.2,57.4,0.0,9.2,7.6,False
Li Ta W S O,0.61,0.54,270,34.9,7.0,1.0,14.2,12.4,False
Rb Li Ca S N,0.471,0.557,270,28.8,45.6,1.0,28.8,31.0,False
Li Sc Ge I Cl,0.359,0.741,270,23.4,14.9,1.0,9.5,8.4,False
Li Nb Br Cl F,0.468,0.56,270,52.9,,,10.2,10.8,True
Li Gd Al N Cl,0.692,0.535,270,26.5,59.3,0.0,14.2,15.0,False
Rb Li Gd Cl O,0.742,0.534,270,32.5,54.4,2.0,25.1,27.4,True
Sr Li La Te F,0.421,0.605,270,73.9,12.6,1.0,23.5,25.4,False
Li W I Br F,0.432,0.59,270,73.1,,,9.4,9.6,True
Li Sc Sb Te F,0.386,0.655,270,73.9,6.6,0.0,9.6,9.4,False
Rb Li Ca S N,0.471,0.557,270,28.8,45.6,1.0,28.8,31.0,False
Li Gd Hf S O,0.781,0.534,271,34.9,26.5,1.0,18.2,19.0,False
Li La Mg N F,0.477,0.554,271,10.9,36.3,1.0,14.8,15.0,False
Li Zr Ge I F,0.369,0.686,271,73.1,11.7,0.0,9.6,8.4,False
Rb Li Ti Cl F,0.458,0.563,271,40.3,94.9,3.0,20.9,23.4,False
Li Ta B I Cl,0.408,0.617,271,23.4,100.0,2.0,8.9,7.6,False
Cs Li V Te N,0.455,0.571,271,56.8,132.8,4.0,21.8,24.0,False
Rb Li Ti Te Br,0.358,0.753,271,13.7,94.9,3.0,20.2,22.4,False
Sr Li Mo I F,0.447,0.586,271,73.1,70.3,4.0,18.6,20.8,False
Li Y V Te Br,0.365,0.716,271,13.7,33.8,2.0,18.1,19.4,False
Sr Li Ca I Br,0.376,0.677,271,13.2,15.8,0.0,26.2,28.4,False
K Ba Li I Cl,0.662,0.536,271,23.4,2.0,1.0,27.5,30.0,False
Li Nb Ge I O,0.398,0.644,271,63.5,6.5,1.0,8.4,6.6,False
Li Nb V Te N,0.391,0.653,271,56.8,5.5,0.0,16.9,15.0,False
Rb Li Sn Cl F,0.422,0.605,271,40.3,100.0,3.0,14.5,17.0,True
Li Gd W S Br,0.528,0.545,271,7.1,40.2,3.0,16.6,17.4,False
Li Ga B Cl F,0.399,0.635,271,40.3,85.4,0.0,6.8,2.8,True
Sr Li Sc Br F,0.406,0.62,271,52.9,49.2,1.0,20.4,22.6,False
Li Ga Br Cl F,0.393,0.649,271,52.9,,,7.6,5.6,True
Li Hf Te Se Cl,0.402,0.63,271,24.0,,,9.0,9.2,True
Sr Li Nb Se N,0.405,0.623,271,39.4,61.0,3.0,20.7,22.6,False
Li Y Sc Te S,0.385,0.669,271,21.8,17.5,0.0,19.7,21.0,False
Li La W Se S,0.481,0.551,271,8.2,52.9,3.0,16.6,16.8,False
Li Y Sc I Cl,0.429,0.598,271,23.4,17.5,0.0,19.4,21.0,False
Sr Li La Te Br,0.394,0.648,271,13.7,12.6,1.0,23.1,25.0,False
Sr Li Zr Se O,0.373,0.681,271,46.0,53.5,2.0,19.7,21.6,False
Li Nb Mo Br O,0.471,0.558,271,44.4,5.8,1.0,14.2,12.4,False
Li La Nb Cl F,0.618,0.54,271,40.3,42.9,2.0,17.9,18.4,False
Li Gd In S F,0.593,0.543,271,42.9,14.4,0.0,12.4,13.2,False
Rb Li Si I O,0.433,0.59,271,63.5,207.4,3.0,12.9,15.2,False
Rb Li Sb Se O,0.366,0.712,271,46.0,100.0,2.0,13.4,16.8,False
Li La B S I,0.428,0.601,271,21.2,185.9,0.0,10.2,10.6,False
Li Ta Zn I Cl,0.487,0.55,271,23.4,7.3,3.0,11.1,9.6,False
Li Nb Ga Br N,0.46,0.562,271,37.9,7.9,2.0,11.1,9.2,False
Cs Li V Cl F,0.449,0.575,271,40.3,132.8,4.0,20.5,23.0,False
Li Sc Ti Te N,0.403,0.625,271,56.8,3.9,1.0,18.0,16.6,False
Rb Li W S Br,0.39,0.662,271,7.1,116.5,5.0,18.6,20.8,False
K Rb Li S Cl,0.491,0.549,271,1.8,9.2,0.0,28.2,30.4,False
Li Gd Si Se Br,0.432,0.592,271,1.1,99.1,1.0,11.2,12.0,False
Li Gd Mo S F,0.611,0.542,271,42.9,38.7,3.0,17.2,18.0,False
Li Nb V I N,0.411,0.612,271,56.1,5.5,0.0,15.9,14.0,False
Rb Li Ga S O,0.419,0.608,271,34.9,118.4,2.0,14.4,16.6,True
Sr Li Sc S I,0.385,0.679,272,21.2,49.2,1.0,19.3,21.2,False
Li Hf Al Te Cl,0.485,0.551,272,24.0,25.9,1.0,10.6,9.0,False
Cs Li Sn Br Cl,0.449,0.581,272,9.0,118.1,3.0,14.3,16.8,False
Li Ca Hf Te N,0.473,0.56,272,56.8,34.1,2.0,21.4,23.2,False
Li Ga Br N F,0.429,0.6,272,52.9,,,6.6,3.0,True
Rb Li P Se Cl,0.392,0.659,272,10.2,201.8,4.0,13.4,16.4,False
Rb Li B I O,0.541,0.545,272,63.5,304.9,2.0,12.9,15.4,True
Li La In S I,0.45,0.576,272,21.2,24.7,0.0,11.2,11.4,False
Sr Li Nb I Cl,0.432,0.595,272,23.4,61.0,3.0,19.0,21.2,False
Li Ga W Br F,0.42,0.611,272,52.9,0.9,3.0,10.0,8.0,False
Li La Ga Te Cl,0.413,0.613,272,24.0,54.2,0.0,12.2,12.4,False
Li Ta Ge Br Cl,0.373,0.682,272,9.0,6.5,1.0,9.3,7.8,False
Li Hf In Se S,0.421,0.609,272,8.2,10.6,1.0,10.2,8.6,False
Li La Sc I N,0.404,0.626,272,56.1,32.4,0.0,19.2,19.4,False
Li Ta Ge Br Cl,0.373,0.682,272,9.0,6.5,1.0,9.3,7.8,False
Li Ta I Br Cl,0.403,0.63,272,23.4,,,9.7,10.4,False
Rb Li Ca Te Cl,0.424,0.605,272,24.0,45.6,1.0,27.4,29.6,False
Li Nb Ga Te I,0.371,0.702,272,0.5,7.9,2.0,9.7,7.8,False
Rb Li Te P Cl,0.393,0.651,272,24.0,201.8,4.0,13.6,16.6,False
Li Nb W Br F,0.481,0.556,272,52.9,7.0,1.0,14.8,13.2,False
Li Hf Te P N,0.41,0.617,272,56.8,54.5,1.0,10.8,9.8,False
Li Sc W I O,0.472,0.561,272,63.5,15.4,3.0,14.3,13.0,False
Sr Li Sc N F,0.453,0.575,272,10.9,49.2,1.0,21.5,23.4,False
Li Ta Si Te F,0.492,0.549,272,73.9,51.9,1.0,9.2,7.4,False
Li Zr Ga I F,0.39,0.665,272,73.1,13.2,1.0,10.6,9.4,False
Rb Li V Se O,0.368,0.744,272,46.0,113.5,4.0,19.6,21.8,False
Rb Li Sb N Cl,0.437,0.59,272,26.5,100.0,2.0,14.2,17.0,True
Rb Li Nb O F,0.623,0.54,272,5.9,102.4,4.0,19.9,22.2,False
Li Hf Zn N F,0.476,0.559,272,10.9,3.5,2.0,12.8,11.2,True
Rb Li Mg S O,0.459,0.563,272,34.9,93.0,1.0,15.6,17.8,False
Li Zr Nb Te Se,0.36,0.761,272,12.5,4.9,1.0,16.1,14.6,False
Sr Li Sn Te Se,0.358,0.791,272,12.5,59.0,2.0,13.5,15.4,False
Li Sc V S N,0.406,0.623,272,28.8,13.8,2.0,17.0,15.6,False
Rb Li Zn Te O,0.37,0.708,272,64.3,88.6,1.0,15.8,18.0,False
Li Gd V Se O,0.601,0.544,272,46.0,38.3,2.0,17.6,18.4,False
Rb Li Zn Br Cl,0.401,0.648,272,9.0,88.6,1.0,15.9,18.4,False
Cs Li Ga O F,0.54,0.546,272,5.9,138.2,2.0,14.9,17.2,True
Li V Ga I F,0.372,0.7,272,73.1,2.3,2.0,10.1,8.4,False
K Li Nb Se I,0.436,0.593,272,12.0,85.4,4.0,19.2,21.4,False
Li Al B I N,0.458,0.566,272,56.1,64.6,0.0,7.2,3.0,False
Sr Li Ta Br F,0.409,0.622,272,52.9,61.0,3.0,19.6,21.8,False
Li Nb Ga Se I,0.37,0.71,273,12.0,7.9,2.0,9.5,7.6,False
Rb Li Sc S O,0.375,0.691,273,34.9,87.6,2.0,20.6,22.8,False
Li Nb Te W S,0.41,0.618,273,21.8,7.0,1.0,14.7,12.8,False
Li Hf V S F,0.43,0.604,273,42.9,9.3,1.0,15.2,13.6,False
Li Y V Se O,0.393,0.656,273,46.0,33.8,2.0,18.1,19.4,False
Li Hf Zr S Br,0.421,0.611,273,7.1,1.2,0.0,15.7,14.2,False
Cs Li Zn Br F,0.432,0.597,273,52.9,105.7,1.0,16.3,18.8,True
Li Ta Te P O,0.495,0.55,273,64.3,49.1,0.0,9.0,8.0,False
K Rb Li Te O,0.545,0.545,273,64.3,9.2,0.0,28.6,30.8,False
Rb Sr Li Cl O,0.48,0.559,273,32.5,25.8,1.0,27.3,29.6,False
Li Ca La I O,0.488,0.551,273,63.5,2.8,1.0,22.5,24.4,False
Li La In Se F,0.463,0.563,273,54.6,24.7,0.0,12.0,12.2,False
Rb Li Y S N,0.416,0.616,273,28.8,59.6,2.0,27.8,30.0,False
Li Y Hf S F,0.482,0.558,273,42.9,22.4,1.0,18.9,20.2,False
Ba Li Ga Cl F,0.462,0.565,273,40.3,96.1,1.0,14.5,16.8,False
Li La Mo Se Br,0.446,0.59,273,1.1,51.2,3.0,16.4,16.6,False
Ba Li Sc I F,0.439,0.593,273,73.1,68.4,1.0,20.3,22.6,False
Li Hf Zr S N,0.451,0.579,273,28.8,1.2,0.0,17.7,16.2,False
Ba Li Gd Te Cl,0.634,0.541,273,24.0,38.6,1.0,24.6,26.6,False
Li Hf Te Mo O,0.486,0.554,273,64.3,9.7,2.0,15.0,13.4,False
Li Ge W Br F,0.403,0.643,273,52.9,0.4,2.0,9.0,7.0,True
Sr Li Te W S,0.387,0.679,273,21.8,72.2,4.0,18.5,20.4,False
Li Y Zn Te S,0.404,0.627,273,21.8,18.2,1.0,14.5,15.8,False
Li Sc Sb Te S,0.378,0.69,273,21.8,6.6,0.0,9.6,9.4,False
Li La Si I F,0.449,0.585,273,73.1,117.0,1.0,11.1,11.6,False
K Li Gd O F,0.667,0.54,273,5.9,41.4,2.0,25.1,27.4,True
Rb Sr Li Cl O,0.48,0.559,273,32.5,25.8,1.0,27.3,29.6,False
Li La Sb Te Se,0.409,0.625,273,12.5,41.2,0.0,11.4,12.8,False
Ba Li Sc Se I,0.426,0.606,273,12.0,68.4,1.0,19.6,21.6,False
Li Ta Sb Se N,0.399,0.651,273,39.4,1.2,2.0,10.0,8.8,False
Sr Li Ge I Br,0.369,0.76,273,13.2,71.4,2.0,12.6,14.8,False
Li Ta In I Cl,0.453,0.578,273,23.4,14.6,2.0,9.9,8.4,False
Li Sc Ti Te Se,0.361,0.766,273,12.5,3.9,1.0,16.6,15.2,False
Li Sc W Se Br,0.39,0.673,273,1.1,15.4,3.0,14.6,13.2,False
Cs Li Ta Br N,0.505,0.549,273,37.9,120.7,4.0,21.4,23.6,False
Li Sc Ta Cl F,0.458,0.567,273,40.3,7.9,2.0,16.5,15.4,False
Li Ca Mo Br N,0.476,0.561,273,37.9,47.1,4.0,19.4,21.2,False
Li Sc Ti I F,0.422,0.613,274,73.1,3.9,1.0,16.3,15.2,False
Cs Li Sb Te I,0.427,0.612,274,0.5,118.1,2.0,13.4,16.8,False
Li Sc Ti I F,0.422,0.613,274,73.1,3.9,1.0,16.3,15.2,False
Li Y Ti Se N,0.446,0.593,274,39.4,22.1,1.0,20.5,21.8,False
Li Hf Sn Se Cl,0.404,0.646,274,10.2,2.4,0.0,9.4,7.8,False
Li Hf P Se N,0.409,0.626,274,39.4,54.5,1.0,10.6,9.6,False
Li Hf Al Se Cl,0.484,0.559,274,10.2,25.9,1.0,10.4,8.8,False
Rb Li Mo Br O,0.589,0.547,274,44.4,114.2,5.0,18.9,21.2,False
Li Ta B Br F,0.395,0.666,274,52.9,100.0,2.0,9.3,8.0,True
Li Sc Ti I F,0.422,0.613,274,73.1,3.9,1.0,16.3,15.2,False
Li Ca Gd Te Se,0.456,0.579,274,12.5,6.0,1.0,24.8,26.6,False
Li La Y Te I,0.405,0.642,274,0.5,12.7,0.0,22.3,23.6,False
Cs Li Mg Te I,0.429,0.61,274,0.5,110.5,1.0,15.8,18.0,False
Li Sc Ti I Br,0.396,0.656,274,13.2,3.9,1.0,15.9,14.8,False
Rb Li Sn Br O,0.421,0.615,274,44.4,100.0,3.0,13.5,15.8,False
Li Nb Te Mo N,0.476,0.562,274,56.8,5.8,1.0,16.5,14.6,False
Li Zr Ti Te N,0.432,0.607,274,56.8,1.0,0.0,17.9,16.4,False
Li Ca Ta I F,0.455,0.585,274,73.1,39.0,3.0,19.3,21.4,False
Rb Li Zr Te Br,0.366,0.789,274,13.7,93.0,3.0,20.6,22.8,False
Li Gd Ti Te Cl,0.49,0.552,274,24.0,26.2,1.0,18.4,19.2,False
K Li Y Te Se,0.406,0.63,274,12.5,46.2,2.0,26.6,28.8,False
Li La Sc Te Cl,0.445,0.594,274,24.0,32.4,0.0,18.4,18.6,False
Cs Li Ti I Cl,0.499,0.55,274,23.4,112.5,3.0,20.5,23.0,False
Rb Li Zn Se N,0.37,0.714,274,39.4,88.6,1.0,17.4,19.6,True
Rb Li Ti Br O,0.458,0.574,274,44.4,94.9,3.0,19.9,22.2,False
Sr Li Ta S I,0.387,0.681,274,21.2,61.0,3.0,18.5,20.4,False
Sr Li Gd Se O,0.639,0.541,274,46.0,22.8,1.0,24.3,26.2,False
Li Y V Te F,0.392,0.674,274,73.9,33.8,2.0,18.5,19.8,False
K Li Mo I N,0.553,0.548,274,56.1,96.1,5.0,20.0,22.2,False
Li Gd Sn Te Cl,0.46,0.568,274,24.0,29.5,1.0,12.0,12.8,False
Li Mg Mo Br N,0.461,0.567,274,37.9,11.0,4.0,12.0,9.8,False
Ba Li Ta Br Cl,0.433,0.598,274,9.0,81.7,3.0,19.5,21.8,False
Rb Li W S F,0.416,0.62,274,42.9,116.5,5.0,19.0,21.2,True
Cs Li Gd Te S,0.602,0.546,274,21.8,68.4,2.0,25.8,28.0,False
Li Ge B N F,0.417,0.619,274,10.9,87.8,1.0,7.2,2.4,True
Cs Li Nb Se Cl,0.509,0.549,274,10.2,120.7,4.0,20.0,22.2,False
Li Hf Ti Se O,0.449,0.586,274,46.0,0.2,0.0,15.8,14.2,False
Li La Ga Se Cl,0.412,0.621,274,10.2,54.2,0.0,12.0,12.2,False
Li Ta Sn Se O,0.385,0.694,274,46.0,1.2,1.0,9.2,7.4,False
Li Ta Nb Se Br,0.388,0.68,274,1.1,0.0,0.0,15.0,13.2,False
K Li Gd S F,0.629,0.545,274,42.9,41.4,2.0,25.0,27.2,False
Li Sc Sb Se S,0.377,0.698,274,8.2,6.6,0.0,9.4,9.2,False
Rb Li Nb Se S,0.375,0.713,274,8.2,102.4,4.0,20.0,22.2,False
Rb Sr Li Se Br,0.363,0.796,274,1.1,25.8,1.0,27.2,29.4,False
Li Sc Nb Te Cl,0.42,0.618,274,24.0,7.9,2.0,15.8,14.4,False
Cs Li Al Se I,0.466,0.563,274,12.0,168.1,2.0,14.6,16.8,False
Rb Li Sn Te Se,0.361,0.862,274,12.5,100.0,3.0,14.4,16.6,False
Rb Li Se N Cl,0.44,0.595,274,39.4,,,13.4,16.2,True
Li Y Nb I N,0.464,0.566,274,56.1,26.8,2.0,19.3,20.6,False
Rb Li Nb Te S,0.376,0.705,274,21.8,102.4,4.0,20.2,22.4,False
