phases,target,natom
Co Ga,0,2
Co Ga Gd,0,3
Co Ga Ge,0,3
Co Ga Ge Mn,0,4
Co Ga Ge Y,0,4
Co Ga Hf,0,3
Co Ga Hf V,0,4
Co Ga Ho,0,3
Co Ga In Sb,0,4
Co Ga Ir,0,3
Co Ga Ir Nb,0,4
Co Ga Ir Ta,0,4
Co Ga La,0,3
Co Ga Li Nb,0,4
Co Ga Lu,0,3
Co Ga Mg,0,3
Co Ga Mn,0,3
Co Ga Mn Ni,0,4
Co Ga Mn Rh,0,4
Co Ga Mn V,0,4
Co Ga Nb,0,3
Co Ga Nd,0,3
Co Ga Ni,0,3
Co Ga Ni U,0,4
Co Ga Pd,0,3
Co Ga Pr,0,3
Co Ga Pt,0,3
Co Ga Pu,0,3
Co Ga Rh,0,3
Co Ga Ru,0,3
Co Ga Ru V,0,4
Co Ga Sb V,0,4
Co Ga Sc,0,3
Co Ga Sm,0,3
Co Ga Ta,0,3
Co Ga Tb,0,3
Co Ga Th,0,3
Co Ga Ti,0,3
Co Ga Ti Y,0,4
Co Ga Tm,0,3
Co Ga U,0,3
Co Ga V,0,3
Co Ga V Zr,0,4
Co Ga Y,0,3
Co Ga Yb,0,3
Co Ga Zn,0,3
Co Ga Zr,0,3
Co Gd,0,2
Co Gd Ge,0,3
Co Gd Ge In,0,4
Co Gd In,0,3
Co Gd Ir,0,3
Co Gd La,0,3
Co Gd Mg,0,3
Co Gd Mn,0,3
Co Gd Mo,0,3
Co Gd Nd,0,3
Co Gd Ni,0,3
Co Gd Ni Sm,0,4
Co Gd Pb,0,3
Co Gd Sb,0,3
Co Gd Sm,0,3
Co Gd Sn,0,3
Co Gd Tb,0,3
Co Gd Ti,0,3
Co Gd Y,0,3
Co Gd Zn,0,3
Co Ge,0,2
Co Ge Hf,0,3
Co Ge Hf Li,0,4
Co Ge Ho,0,3
Co Ge Ho In,0,4
Co Ge In Nd,0,4
Co Ge In Pr,0,4
Co Ge In Sm,0,4
Co Ge In Yb,0,4
Co Ge Ir,0,3
Co Ge La,0,3
Co Ge La Ti,0,4
Co Ge Li,0,3
Co Ge Lu,0,3
Co Ge Lu Ti,0,4
Co Ge Mg,0,3
Co Ge Mn,0,3
Co Ge Mn Ni,0,4
Co Ge Mn Pr,0,4
Co Ge Mn Rh,0,4
Co Ge Mn Ru,0,4
Co Ge Mn V,0,4
Co Ge Mo,0,3
Co Ge Nb,0,3
Co Ge Nd,0,3
Co Ge Ni,0,3
Co Ge Ni U,0,4
Co Ge Np,0,3
Co Ge Os Ta,0,4
Co Ge Pd,0,3
Co Ge Pd U,0,4
Co Ge Pr,0,3
Co Ge Pt,0,3
Co Ge Rh,0,3
Co Ge Ru,0,3
Co Ge Ru Ti,0,4
Co Ge Sb,0,3
Co Ge Sc,0,3
Co Ge Sc Ti,0,4
Co Ge Sc V,0,4
Co Ge Sm,0,3
Co Ge Sn,0,3
Co Ge Sr,0,3
Co Ge Ta,0,3
Co Ge Tb,0,3
Co Ge Tb U,0,4
Co Ge Th,0,3
Co Ge Ti,0,3
Co Ge Ti Y,0,4
Co Ge Tm,0,3
Co Ge U,0,3
Co Ge V,0,3
Co Ge V Y,0,4
Co Ge Y,0,3
Co Ge Yb,0,3
Co Ge Zn,0,3
Co Ge Zr,0,3
Co Hf,0,2
Co Hf In,0,3
Co Hf Li Sn,0,4
Co Hf Mo,0,3
Co Hf Nd,0,3
Co Hf Ni,0,3
Co Hf Pr,0,3
Co Hf Re,0,3
Co Hf Sb,0,3
Co Hf Sm,0,3
Co Hf Sn,0,3
Co Hf Ta,0,3
Co Hf V,0,3
Co Hf W,0,3
Co Hf Zr,0,3
Co Ho,0,2
Co Ho In,0,3
Co Ho Mn,0,3
Co Ho Ni,0,3
Co Ho Pb,0,3
Co Ho Ru,0,3
Co Ho Sb,0,3
Co Ho Sn,0,3
Co Ho Tb,0,3
Co Ho Ti,0,3
Co Ho V,0,3
Co Ho Y,0,3
Co Ho Zr,0,3
Co In,0,2
Co In Ir,0,3
Co In Ir Nb,0,4
Co In Ir Ta,0,4
Co In K,0,3
Co In La,0,3
Co In Lu,0,3
Co In Mn,0,3
Co In Mn Ni,0,4
Co In Mn V,0,4
Co In Mo,0,3
Co In Nb,0,3
Co In Nd,0,3
Co In Ni,0,3
Co In Ni Ti,0,4
Co In Pd,0,3
Co In Pr,0,3
Co In Pt,0,3
Co In Rh,0,3
Co In Ru,0,3
Co In Sb,0,3
Co In Sc,0,3
Co In Sc Ta,0,4
Co In Sm,0,3
Co In Sn,0,3
Co In Tb,0,3
Co In Ti,0,3
Co In Ti Zr,0,4
Co In Tm,0,3
Co In U,0,3
Co In V,0,3
Co In V Zr,0,4
Co In W,0,3
Co In Y,0,3
Co In Yb,0,3
Co In Zn,0,3
Co In Zr,0,3
Co Ir,0,2
Co Ir Mn Sb,0,4
Co Ir Pb Ti,0,4
Co Ir Sb,0,3
Co Ir Sn,0,3
Co Ir Sn Ti,0,4
Co Ir Ta,0,3
Co Ir V,0,3
Co K Sn,0,3
Co La,0,2
Co La Mg,0,3
Co La Mg Ni,0,4
Co La Nd,0,3
Co La Ni,0,3
Co La Pb,0,3
Co La Sb,0,3
Co La Sm Zr,0,4
Co La Sn,0,3
Co La Sn Ti,0,4
Co La Ta,0,3
Co La Ti,0,3
Co La V,0,3
Co La Y,0,3
Co La Zn,0,3
Co Li Sn Tm,0,4
Co Li Sn Zr,0,4
Co Lu,0,2
Co Lu Pb,0,3
Co Lu Sn,0,3
Co Lu Sn Ti,0,4
Co Mg,0,2
Co Mg Nd,0,3
Co Mg Nd Ni,0,4
Co Mg Ni,0,3
Co Mg Ni Tb,0,4
Co Mg Ni Y,0,4
Co Mg Pr,0,3
Co Mg Sm,0,3
Co Mg Sn,0,3
Co Mg Tb,0,3
Co Mg Tm,0,3
Co Mg Y,0,3
Co Mg Zn,0,3
Co Mn,0,2
Co Mn Mo,0,3
Co Mn Nd,0,3
Co Mn Ni,0,3
Co Mn Ni Sb,0,4
Co Mn Ni Sn,0,4
Co Mn Pd Sn,0,4
Co Mn Pr,0,3
Co Mn Pt,0,3
Co Mn Rh Sn,0,4
Co Mn Sb,0,3
Co Mn Sb Ti,0,4
Co Mn Sc Sn,0,4
Co Mn Sm,0,3
Co Mn Sn,0,3
Co Mn Sn Ti,0,4
Co Mn Th,0,3
Co Mn Ti,0,3
Co Mn U,0,3
Co Mn Y,0,3
Co Mn Yb,0,3
Co Mn Zn,0,3
Co Mn Zr,0,3
Co Mo,0,2
Co Mo Nd,0,3
Co Mo Pr,0,3
Co Mo Sm,0,3
Co Mo Ta,0,3
Co Mo V,0,3
Co Mo Y,0,3
Co Mo Zr,0,3
Co Nb,0,2
Co Nb Os Sn,0,4
Co Nb Pd Sb,0,4
Co Nb Pt,0,3
Co Nb Re,0,3
Co Nb Sb,0,3
Co Nb Sn,0,3
Co Nb Ta,0,3
Co Nb V,0,3
Co Nb Zr,0,3
Co Nd,0,2
Co Nd Ni,0,3
Co Nd Pr,0,3
Co Nd Pr Sm,0,4
Co Nd Ru,0,3
Co Nd Sb,0,3
Co Nd Sm,0,3
Co Nd Sm Y,0,4
Co Nd Sn,0,3
Co Nd Tb,0,3
Co Nd Ti,0,3
Co Nd Tm,0,3
Co Nd U,0,3
Co Nd V,0,3
Co Nd Y,0,3
Co Ni,0,2
Co Ni Pd V,0,4
Co Ni Pr,0,3
Co Ni Pr Sm,0,4
Co Ni Pr Y,0,4
Co Ni Sb,0,3
Co Ni Sc Sn,0,4
Co Ni Sm,0,3
Co Ni Sm Y,0,4
Co Ni Sn,0,3
Co Ni Sn Ti,0,4
Co Ni Ta,0,3
Co Ni Tb,0,3
Co Ni Th,0,3
Co Ni Ti,0,3
Co Ni Tm,0,3
Co Ni U,0,3
Co Ni V,0,3
Co Ni Y,0,3
Co Ni Zr,0,3
Co Np,0,2
Co Os,0,2
Co Os Sb Ti,0,4
Co Os Sb Zr,0,4
Co Os Sn Ta,0,4
Co Pb Sb,0,3
Co Pb Tb,0,3
Co Pb Tm,0,3
Co Pb Y,0,3
Co Pb Zr,0,3
Co Pd,0,2
Co Pd Rh,0,3
Co Pd Sb,0,3
Co Pd Sn,0,3
Co Pd Ta,0,3
Co Pd V,0,3
Co Pd Zn,0,3
Co Pr,0,2
Co Pr Sb,0,3
Co Pr Sm,0,3
Co Pr Sm Y,0,4
Co Pr Sm Zr,0,4
Co Pr Sn,0,3
Co Pr Ti,0,3
Co Pr Tm,0,3
Co Pr Y,0,3
Co Pr Yb,0,3
Co Pr Zr,0,3
Co Pt,0,2
Co Pt Sb,0,3
Co Pt Sn,0,3
Co Pt Ta,0,3
Co Pt V,0,3
Co Pu,0,2
Co Re,0,2
Co Re Ta,0,3
Co Re Y,0,3
Co Re Zr,0,3
Co Rh,0,2
Co Rh Sb,0,3
Co Rh Sn,0,3
Co Rh Ta,0,3
Co Rh V,0,3
Co Ru,0,2
Co Ru Sb,0,3
Co Ru Sb Ti,0,4
Co Ru Sm,0,3
Co Ru Sn,0,3
Co Ru Sn Ta,0,4
Co Ru Sn Ti,0,4
Co Ru Sn Yb,0,4
Co Ru Ta,0,3
Co Ru Y,0,3
Co Sb,0,2
Co Sb Sc,0,3
Co Sb Sm,0,3
Co Sb Sn,0,3
Co Sb Sn Ti,0,4
Co Sb Sn Tl,0,4
Co Sb Ta,0,3
Co Sb Tb,0,3
Co Sb Th,0,3
Co Sb Ti,0,3
Co Sb Tl,0,3
Co Sb U,0,3
Co Sb V,0,3
Co Sb Y,0,3
Co Sb Yb,0,3
Co Sb Zr,0,3
Co Sc,0,2
Co Sc Sn,0,3
Co Sc Sn V,0,4
Co Sc Ta,0,3
Co Sc Ti Y,0,4
Co Sc V,0,3
Co Sm,0,2
Co Sm Sn,0,3
Co Sm Ti,0,3
Co Sm V,0,3
Co Sm Y,0,3
Co Sm Y Zr,0,4
Co Sm Zr,0,3
Co Sn,0,2
Co Sn Ta,0,3
Co Sn Tb,0,3
Co Sn Th,0,3
Co Sn Ti,0,3
Co Sn Ti Zr,0,4
Co Sn Tm,0,3
Co Sn U,0,3
Co Sn V,0,3
Co Sn V Y,0,4
Co Sn Y,0,3
Co Sn Yb,0,3
Co Sn Zn,0,3
Co Sn Zr,0,3
Co Ta,0,2
Co Ta Ti,0,3
Co Ta V,0,3
Co Ta W,0,3
Co Ta Zr,0,3
Co Tb,0,2
Co Tb Y,0,3
Co Tc,0,2
Co Th,0,2
Co Th Y,0,3
Co Ti,0,2
Co Ti V,0,3
Co Ti Y,0,3
Co Ti Zr,0,3
Co Tm,0,2
Co U,0,2
Co U Y,0,3
Co U Zn,0,3
Co V,0,2
Co V W,0,3
Co V Y,0,3
Co V Zr,0,3
Co W,0,2
Co Y,0,2
Co Y Zn,0,3
Co Y Zr,0,3
Co Yb,0,2
Co Yb Zr,0,3
Co Zn,0,2
Co Zn Zr,0,3
Co Zr,0,2
Cr Cu Dy,0,3
Cr Cu Fe Zr,0,4
Cr Cu In,0,3
Cr Cu La Ni,0,4
Cr Cu Mn Sb,0,4
Cr Cu Nb,0,3
Cr Cu Ni Sn,0,4
Cr Cu Ni Zr,0,4
Cr Cu Pd,0,3
Cr Cu Pt,0,3
Cr Cu Ta,0,3
Cr Cu Zr,0,3
Cr Dy Fe,0,3
Cr Dy Ga,0,3
Cr Dy Ge,0,3
Cr Dy Ge Mn,0,4
Cr Er Fe,0,3
Cr Er Ge,0,3
Cr Er Mn,0,3
Cr Fe,0,2
Cr Fe Ga,0,3
Cr Fe Ga Hf,0,4
Cr Fe Ga Ru,0,4
Cr Fe Ga Y,0,4
Cr Fe Ga Zr,0,4
Cr Fe Gd,0,3
Cr Fe Ge,0,3
Cr Fe Ge Ru,0,4
Cr Fe Ge Sb,0,4
Cr Fe Ge Sc,0,4
Cr Fe Ge Y,0,4
Cr Fe Ho,0,3
Cr Fe In Y,0,4
Cr Fe In Zr,0,4
Cr Fe Lu,0,3
Cr Fe Mn Sb,0,4
Cr Fe Mn Zr,0,4
Cr Fe Mo,0,3
Cr Fe Mo Ni,0,4
Cr Fe Mo Ti,0,4
Cr Fe Nb,0,3
Cr Fe Nd,0,3
Cr Fe Ni,0,3
Cr Fe Ni Sn,0,4
Cr Fe Ni Ti,0,4
Cr Fe Ni U,0,4
Cr Fe Ni Zr,0,4
Cr Fe Re,0,3
Cr Fe Ru Sn,0,4
Cr Fe Sb,0,3
Cr Fe Sb Y,0,4
Cr Fe Sc Sn,0,4
Cr Fe Sm,0,3
Cr Fe Sn,0,3
Cr Fe Sn Y,0,4
Cr Fe Tb,0,3
Cr Fe Ti,0,3
Cr Fe Ti Zr,0,4
Cr Fe Tm,0,3
Cr Fe U,0,3
Cr Fe V,0,3
Cr Fe W,0,3
Cr Fe Y,0,3
Cr Fe Zr,0,3
Cr Ga,0,2
Cr Ga Hf,0,3
Cr Ga Hf V,0,4
Cr Ga Mn,0,3
Cr Ga Mn Ni,0,4
Cr Ga Nb,0,3
Cr Ga Ni,0,3
Cr Ga Ni Sc,0,4
Cr Ga Pt,0,3
Cr Ga Rh,0,3
Cr Ga Ru,0,3
Cr Ga Sb,0,3
Cr Ga Sc,0,3
Cr Ga Ti,0,3
Cr Ga Ti V,0,4
Cr Ga V,0,3
Cr Ga V Zr,0,4
Cr Ga Y,0,3
Cr Ga Zn,0,3
Cr Ga Zr,0,3
Cr Gd Ge,0,3
Cr Gd Ge Sn,0,4
Cr Gd Sn,0,3
Cr Ge,0,2
Cr Ge Hf,0,3
Cr Ge Ho,0,3
Cr Ge Ho Mn,0,4
Cr Ge Ir,0,3
Cr Ge La,0,3
Cr Ge Mn,0,3
Cr Ge Mn Ni,0,4
Cr Ge Mn Zr,0,4
Cr Ge Mo,0,3
Cr Ge Mo Ti,0,4
Cr Ge Nb,0,3
Cr Ge Nd,0,3
Cr Ge Ni,0,3
Cr Ge Np,0,3
Cr Ge Pd,0,3
Cr Ge Pr,0,3
Cr Ge Pt,0,3
Cr Ge Rh,0,3
Cr Ge Ru,0,3
Cr Ge Sc,0,3
Cr Ge Sc V,0,4
Cr Ge Sm,0,3
Cr Ge Tb,0,3
Cr Ge Th,0,3
Cr Ge Ti,0,3
Cr Ge V,0,3
Cr Ge V Y,0,4
Cr Ge Y,0,3
Cr Ge Zn,0,3
Cr Ge Zr,0,3
Cr Hf,0,2
Cr Hf In,0,3
Cr Hf In V,0,4
Cr Hf Nb,0,3
Cr In,0,2
Cr In Mn Ni,0,4
Cr In Ni,0,3
Cr In Pt,0,3
Cr In Rh,0,3
Cr In Sc,0,3
Cr In Ti,0,3
Cr In Ti V,0,4
Cr In V Zr,0,4
Cr In Y,0,3
Cr In Zr,0,3
Cr Ir,0,2
Cr Ir Nb,0,3
Cr Ir Sb,0,3
Cr Ir Sn,0,3
Cr La Ni,0,3
Cr La Pb,0,3
Cr La Sb,0,3
Cr Li Sb,0,3
Cr Lu Mn,0,3
Cr Mg,0,2
Cr Mn,0,2
Cr Mn Nb,0,3
Cr Mn Ni,0,3
Cr Mn Ni Sb,0,4
Cr Mn Ni Sn,0,4
Cr Mn Ni Zr,0,4
Cr Mn Pt,0,3
Cr Mn Sb,0,3
Cr Mn Sc,0,3
Cr Mn Sn Zr,0,4
Cr Mn Ti,0,3
Cr Mn Ti Zr,0,4
Cr Mn Tm,0,3
Cr Mn Zr,0,3
Cr Mo,0,2
Cr Mo Nb,0,3
Cr Mo Ni,0,3
Cr Mo Ni Re,0,4
Cr Mo Re,0,3
Cr Mo Sn Ti,0,4
Cr Mo Ta,0,3
Cr Mo V,0,3
Cr Mo W,0,3
Cr Mo Zr,0,3
Cr Nb,0,2
Cr Nb Ni,0,3
Cr Nb Os,0,3
Cr Nb Pd,0,3
Cr Nb Pt,0,3
Cr Nb Re,0,3
Cr Nb Rh,0,3
Cr Nb Ru,0,3
Cr Nb Sc,0,3
Cr Nb Ta,0,3
Cr Nb Tc,0,3
Cr Nb Ti,0,3
Cr Nb V,0,3
Cr Nb V Zn,0,4
Cr Nb W,0,3
Cr Nb Y,0,3
Cr Nb Zn,0,3
Cr Nb Zr,0,3
Cr Ni,0,2
Cr Ni Re,0,3
Cr Ni Sb,0,3
Cr Ni Sn,0,3
Cr Ni Ta,0,3
Cr Ni Ti,0,3
Cr Ni U,0,3
Cr Ni V,0,3
Cr Ni W,0,3
Cr Ni Y,0,3
Cr Ni Zr,0,3
Cr Os,0,2
Cr Pb Ti,0,3
Cr Pd,0,2
Cr Pt,0,2
Cr Pt Sb,0,3
Cr Pt Sn,0,3
Cr Re,0,2
Cr Rh,0,2
Cr Rh Sn,0,3
Cr Ru,0,2
Cr Ru Sb,0,3
Cr Ru Sn,0,3
Cr Sb,0,2
Cr Sb Sc,0,3
Cr Sb Ti,0,3
Cr Sb U,0,3
Cr Sb Y,0,3
Cr Sb Yb,0,3
Cr Sb Zr,0,3
Cr Sc Sn,0,3
Cr Sc Sn V,0,4
Cr Sc Zn,0,3
Cr Sn,0,2
Cr Sn Ti,0,3
Cr Sn V Y,0,4
Cr Sn Y,0,3
Cr Sn Zn,0,3
Cr Sn Zr,0,3
Cr Ta,0,2
Cr Ta V Zn,0,4
Cr Ta Zr,0,3
Cr Tc,0,2
Cr Ti,0,2
Cr Ti V,0,3
Cr Ti Zr,0,3
Cr V,0,2
Cr V Zn,0,3
Cr V Zr,0,3
Cr W,0,2
Cr W Zr,0,3
Cr Zn,0,2
Cr Zn Zr,0,3
Cr Zr,0,2
Cs Cu Ge Na,0,4
Cs Cu Sn,0,3
Cs Fe Sb,0,3
Cs Ga,0,2
Cs Ga Ge,0,3
Cs Ga Ge Na,0,4
Cs Ga In,0,3
Cs Ga K Sb,0,4
Cs Ga Sb,0,3
Cs Ga Sn,0,3
Cs Ge,0,2
Cs Ge In,0,3
Cs Ge Li Na,0,4
Cs Ge Na,0,3
Cs Ge Na Tl,0,4
Cs Ge Na Zn,0,4
Cs Ge Zn,0,3
Cs Hg,0,2
Cs Hg Sn,0,3
Cs In,0,2
Cs In Sb,0,3
Cs K,0,2
Cs K Pb,0,3
Cs K Rb,0,3
Cs K Sb,0,3
Cs K Sn,0,3
Cs Mg,0,2
Cs Mn Sb,0,3
Cs Na,0,2
Cs Na Pb,0,3
Cs Na Rb Sn,0,4
Cs Na Sn,0,3
Cs Pb,0,2
Cs Pd Sb,0,3
Cs Pd Tl,0,3
Cs Pt,0,2
Cs Pt Sb,0,3
Cs Rb,0,2
Cs Rb Sn,0,3
Cs Rb Tl,0,3
Cs Sb,0,2
Cs Sb V,0,3
Cs Sb Zn,0,3
Cs Sn,0,2
Cs Sn Zn,0,3
Cs Tl,0,2
Cs Zn,0,2
Cu Dy,0,2
Cu Dy Fe,0,3
Cu Dy Ga,0,3
Cu Dy Ge,0,3
Cu Dy Hf,0,3
Cu Dy In,0,3
Cu Dy Ir,0,3
Cu Dy La,0,3
Cu Dy Mg,0,3
Cu Dy Mo,0,3
Cu Dy Nb,0,3
Cu Dy Ni,0,3
Cu Dy Os,0,3
Cu Dy Pb,0,3
Cu Dy Pd,0,3
Cu Dy Pt,0,3
Cu Dy Re,0,3
Cu Dy Rh,0,3
Cu Dy Ru,0,3
Cu Dy Sb,0,3
Cu Dy Sc,0,3
Cu Dy Sn,0,3
Cu Dy Ta,0,3
Cu Dy Tc,0,3
Cu Dy Ti,0,3
Cu Dy Tl,0,3
Cu Dy V,0,3
Cu Dy W,0,3
Cu Dy Y,0,3
Cu Dy Zn,0,3
Cu Dy Zr,0,3
Cu Er,0,2
Cu Er Fe,0,3
Cu Er Ga,0,3
Cu Er Ge,0,3
Cu Er In,0,3
Cu Er Ni,0,3
Cu Er Pb,0,3
Cu Er Pd,0,3
Cu Er Sb,0,3
Cu Er Sn,0,3
Cu Er Tl,0,3
Cu Eu,0,2
Cu Eu Ga,0,3
Cu Eu Ge,0,3
Cu Eu In,0,3
Cu Eu In Yb,0,4
Cu Eu Mg,0,3
Cu Eu Ni,0,3
Cu Eu Pd,0,3
Cu Eu Sb,0,3
Cu Eu Sb Zn,0,4
Cu Eu Sn,0,3
Cu Fe,0,2
Cu Fe Ga,0,3
Cu Fe Gd,0,3
Cu Fe Ge,0,3
Cu Fe Ho,0,3
Cu Fe La Ni,0,4
Cu Fe Lu,0,3
Cu Fe Nd,0,3
Cu Fe Ni,0,3
Cu Fe Ni Pt,0,4
Cu Fe Pr,0,3
Cu Fe Pt,0,3
Cu Fe Sb,0,3
Cu Fe Sb V,0,4
Cu Fe Sm,0,3
Cu Fe Sn,0,3
Cu Fe Tb,0,3
Cu Fe Ti,0,3
Cu Fe Tm,0,3
Cu Fe Y,0,3
Cu Fe Yb,0,3
Cu Ga,0,2
Cu Ga Gd,0,3
Cu Ga Ge,0,3
Cu Ga Hf,0,3
Cu Ga Ho,0,3
Cu Ga In Li,0,4
Cu Ga In Yb,0,4
Cu Ga La,0,3
Cu Ga Li,0,3
Cu Ga Li Mg,0,4
Cu Ga Lu,0,3
Cu Ga Mg,0,3
Cu Ga Mg Sc,0,4
Cu Ga Mn,0,3
Cu Ga Mo,0,3
Cu Ga Na,0,3
Cu Ga Nb,0,3
Cu Ga Nd,0,3
Cu Ga Ni,0,3
Cu Ga Pr,0,3
Cu Ga Pt,0,3
Cu Ga Sc,0,3
Cu Ga Sm,0,3
Cu Ga Sn,0,3
Cu Ga Sr,0,3
Cu Ga Ta,0,3
Cu Ga Tb,0,3
Cu Ga Ti,0,3
Cu Ga Tm,0,3
Cu Ga U,0,3
Cu Ga V,0,3
Cu Ga W,0,3
Cu Ga Y,0,3
Cu Ga Yb,0,3
Cu Ga Zn,0,3
Cu Ga Zr,0,3
Cu Gd,0,2
Cu Gd Ge,0,3
Cu Gd In,0,3
Cu Gd La Sn,0,4
Cu Gd Mg,0,3
Cu Gd Mn,0,3
Cu Gd Ni,0,3
Cu Gd Pb,0,3
Cu Gd Pd,0,3
Cu Gd Sb,0,3
Cu Gd Sn,0,3
Cu Gd Sn Y,0,4
Cu Gd Tl,0,3
Cu Gd Y,0,3
Cu Ge,0,2
Cu Ge Hf,0,3
Cu Ge Hf Sb,0,4
Cu Ge Ho,0,3
Cu Ge In,0,3
Cu Ge La,0,3
Cu Ge La Mn,0,4
Cu Ge Li,0,3
Cu Ge Lu,0,3
Cu Ge Mg,0,3
Cu Ge Mn,0,3
Cu Ge Mn Nd,0,4
Cu Ge Mn Pr,0,4
Cu Ge Mn U,0,4
Cu Ge Nd,0,3
Cu Ge Ni,0,3
Cu Ge Ni U,0,4
Cu Ge Np,0,3
Cu Ge Pr,0,3
Cu Ge Sb,0,3
Cu Ge Sc,0,3
Cu Ge Sm,0,3
Cu Ge Sn,0,3
Cu Ge Sr,0,3
Cu Ge Tb,0,3
Cu Ge Th,0,3
Cu Ge Ti,0,3
Cu Ge Tm,0,3
Cu Ge U,0,3
Cu Ge Y,0,3
Cu Ge Yb,0,3
Cu Ge Zn,0,3
Cu Ge Zr,0,3
Cu Hf,0,2
Cu Hf Hg,0,3
Cu Hf In,0,3
Cu Hf Pb,0,3
Cu Hf Pd,0,3
Cu Hf Sb,0,3
Cu Hf Sn,0,3
Cu Hf Zn,0,3
Cu Hg,0,2
Cu Hg Pd,0,3
Cu Hg Ti,0,3
Cu Hg Zr,0,3
Cu Ho,0,2
Cu Ho In,0,3
Cu Ho In Ni,0,4
Cu Ho Mg,0,3
Cu Ho Ni,0,3
Cu Ho Pb,0,3
Cu Ho Sb,0,3
Cu Ho Sn,0,3
Cu Ho Tl,0,3
Cu In,0,2
Cu In La,0,3
Cu In La Yb,0,4
Cu In Lu,0,3
Cu In Lu Yb,0,4
Cu In Mg,0,3
Cu In Mn,0,3
Cu In Mn Pd,0,4
Cu In Mn Sn,0,4
Cu In Nd,0,3
Cu In Ni,0,3
Cu In Pd,0,3
Cu In Pr,0,3
Cu In Pt,0,3
Cu In Rh Yb,0,4
Cu In Sb,0,3
Cu In Sc,0,3
Cu In Sm,0,3
Cu In Sn,0,3
Cu In Sn Yb,0,4
Cu In Sr,0,3
Cu In Tb,0,3
Cu In Th,0,3
Cu In Ti,0,3
Cu In Tm,0,3
Cu In Y,0,3
Cu In Y Yb,0,4
Cu In Yb,0,3
Cu In Zn,0,3
Cu In Zr,0,3
Cu Ir,0,2
Cu Ir Rh Sb,0,4
Cu Ir Sc,0,3
Cu Ir Zn,0,3
Cu K Sb,0,3
Cu K Sn,0,3
Cu La,0,2
Cu La Mg,0,3
Cu La Ni,0,3
Cu La Pb,0,3
Cu La Pd U,0,4
Cu La Sb,0,3
Cu La Sn,0,3
Cu La Zn,0,3
Cu Li,0,2
Cu Li Mg,0,3
Cu Li Sb,0,3
Cu Li Sn,0,3
Cu Li Zn,0,3
Cu Lu,0,2
Cu Lu Pb,0,3
Cu Lu Sb,0,3
Cu Lu Sn,0,3
Cu Mg,0,2
Cu Mg Nd,0,3
Cu Mg Ni,0,3
Cu Mg Pr,0,3
Cu Mg Sb,0,3
Cu Mg Sm,0,3
Cu Mg Sn,0,3
Cu Mg Sr,0,3
Cu Mg Tb,0,3
Cu Mg Y,0,3
Cu Mg Yb,0,3
Cu Mg Zn,0,3
Cu Mn,0,2
Cu Mn Nd,0,3
Cu Mn Ni Sb,0,4
Cu Mn Ni Sn,0,4
Cu Mn Pd,0,3
Cu Mn Pd Sb,0,4
Cu Mn Pr,0,3
Cu Mn Pt,0,3
Cu Mn Pt Sb,0,4
Cu Mn Rh,0,3
Cu Mn Sb,0,3
Cu Mn Sm,0,3
Cu Mn Sn,0,3
Cu Mn Zn,0,3
Cu Mn Zr,0,3
Cu Na Sb,0,3
Cu Na Sn,0,3
Cu Nb Ni,0,3
Cu Nb Pd,0,3
Cu Nb Sn,0,3
Cu Nd,0,2
Cu Nd Ni,0,3
Cu Nd Pd,0,3
Cu Nd Sb,0,3
Cu Nd Sn,0,3
Cu Ni,0,2
Cu Ni Pd,0,3
Cu Ni Pt,0,3
Cu Ni Sb,0,3
Cu Ni Sb U,0,4
Cu Ni Sn,0,3
Cu Ni Sn Ti,0,4
Cu Ni Sn Zn,0,4
Cu Ni Ta,0,3
Cu Ni Tb,0,3
Cu Ni Ti,0,3
Cu Ni U,0,3
Cu Ni V,0,3
Cu Ni Y,0,3
Cu Ni Yb,0,3
Cu Ni Zn,0,3
Cu Ni Zr,0,3
Cu Pb,0,2
Cu Pb Pr,0,3
Cu Pb Sc,0,3
Cu Pb Sm,0,3
Cu Pb Tb,0,3
Cu Pb Tm,0,3
Cu Pb Y,0,3
Cu Pb Yb,0,3
Cu Pb Zr,0,3
Cu Pd,0,2
Cu Pd Pr,0,3
Cu Pd Sm,0,3
Cu Pd Sn,0,3
Cu Pd Th U,0,4
Cu Pd Ti,0,3
Cu Pd U,0,3
Cu Pd U Y,0,4
Cu Pd V,0,3
Cu Pd Yb,0,3
Cu Pd Zn,0,3
Cu Pd Zr,0,3
Cu Pr,0,2
Cu Pr Sb,0,3
Cu Pr Sn,0,3
Cu Pt,0,2
Cu Pt Sc,0,3
Cu Pt Sn,0,3
Cu Pt Tb,0,3
Cu Pt V,0,3
Cu Pt Zn,0,3
Cu Pu,0,2
Cu Rb Sn,0,3
Cu Rh,0,2
Cu Rh Sn,0,3
Cu Rh Zn,0,3
Cu Ru,0,2
Cu Ru Sb,0,3
Cu Ru Zr,0,3
Cu Sb,0,2
Cu Sb Sm,0,3
Cu Sb Sn,0,3
Cu Sb Sr,0,3
Cu Sb Sr Zn,0,4
Cu Sb Tb,0,3
Cu Sb Ti,0,3
Cu Sb Tm,0,3
Cu Sb U,0,3
Cu Sb V,0,3
Cu Sb Y,0,3
Cu Sb Yb,0,3
Cu Sb Yb Zn,0,4
Cu Sb Zn,0,3
Cu Sb Zr,0,3
Cu Sc,0,2
Cu Sc Sn,0,3
