phases,target,natom
Pu Sb,0,2
Pu Sc,0,2
Pu Sm,0,2
Pu Sn,0,2
Pu Sn U,0,3
Pu Th,0,2
Pu U,0,2
Pu Zn,0,2
Pu Zr,0,2
Rb Sb,0,2
Rb Sb Sn,0,3
Rb Sb V,0,3
Rb Sb Zn,0,3
Rb Sn,0,2
Rb Sn Tl,0,3
Rb Sn Zn,0,3
Rb Tl,0,2
Rb Zn,0,2
Re Rh,0,2
Re Ru,0,2
Re Sc,0,2
Re Sm,0,2
Re Sn,0,2
Re Ta,0,2
Re Tb,0,2
Re Tb Th,0,3
Re Tc,0,2
Re Th,0,2
Re Th U,0,3
Re Th Y,0,3
Re Ti,0,2
Re Ti V,0,3
Re Tm,0,2
Re U,0,2
Re V,0,2
Re V Zr,0,3
Re W,0,2
Re Y,0,2
Re Yb,0,2
Re Zr,0,2
Rh Ru,0,2
Rh Ru U,0,3
Rh Sb,0,2
Rh Sb Tb,0,3
Rh Sb Th,0,3
Rh Sb Ti,0,3
Rh Sb U,0,3
Rh Sb V,0,3
Rh Sb Yb,0,3
Rh Sb Zr,0,3
Rh Sc,0,2
Rh Sc Sn,0,3
Rh Sc Sn V,0,4
Rh Sc Zn,0,3
Rh Sm,0,2
Rh Sm Sn,0,3
Rh Sm Zn,0,3
Rh Sn,0,2
Rh Sn Sr,0,3
Rh Sn Ta,0,3
Rh Sn Tb,0,3
Rh Sn Th,0,3
Rh Sn Ti,0,3
Rh Sn Tm,0,3
Rh Sn U,0,3
Rh Sn V,0,3
Rh Sn Y,0,3
Rh Sn Yb,0,3
Rh Sn Zr,0,3
Rh Sr,0,2
Rh Ta,0,2
Rh Ta Ti,0,3
Rh Tb,0,2
Rh Tb Zn,0,3
Rh Tc,0,2
Rh Th,0,2
Rh Ti,0,2
Rh Ti V,0,3
Rh Tm,0,2
Rh U,0,2
Rh U Zn,0,3
Rh V,0,2
Rh W,0,2
Rh Y,0,2
Rh Yb,0,2
Rh Zn,0,2
Rh Zr,0,2
Ru Sb,0,2
Ru Sb Sr,0,3
Ru Sb Ta,0,3
Ru Sb Ti,0,3
Ru Sb U,0,3
Ru Sb V,0,3
Ru Sb Yb,0,3
Ru Sb Zn,0,3
Ru Sb Zr,0,3
Ru Sc,0,2
Ru Sm,0,2
Ru Sm Sn,0,3
Ru Sn,0,2
Ru Sn Tb,0,3
Ru Sn U,0,3
Ru Sn Y,0,3
Ru Sn Zn,0,3
Ru Sn Zr,0,3
Ru Ta,0,2
Ru Tb,0,2
Ru Tc,0,2
Ru Th,0,2
Ru Ti,0,2
Ru Ti V,0,3
Ru Tm,0,2
Ru U,0,2
Ru U Zn,0,3
Ru V,0,2
Ru V Zr,0,3
Ru W,0,2
Ru Y,0,2
Ru Y Zn,0,3
Ru Yb,0,2
Ru Zn,0,2
Ru Zr,0,2
Sb Sc,0,2
Sb Sc Sm,0,3
Sb Sc Tb,0,3
Sb Sc U,0,3
Sb Sc V,0,3
Sb Sm,0,2
Sb Sm Sn Ti,0,4
Sb Sm Ti,0,3
Sb Sm V,0,3
Sb Sm Zn,0,3
Sb Sn,0,2
Sb Sn Sr,0,3
Sb Sn Th,0,3
Sb Sn Ti,0,3
Sb Sn U,0,3
Sb Sn Zn,0,3
Sb Sn Zr,0,3
Sb Sr,0,2
Sb Sr Zn,0,3
Sb Ta,0,2
Sb Tb,0,2
Sb Tb Ti,0,3
Sb Tb V,0,3
Sb Tb Zn,0,3
Sb Tb Zr,0,3
Sb Th,0,2
Sb Th U,0,3
Sb Ti,0,2
Sb Ti U,0,3
Sb Ti V,0,3
Sb Ti Yb,0,3
Sb Ti Zn,0,3
Sb Ti Zr,0,3
Sb Tl,0,2
Sb Tl Zn,0,3
Sb Tm,0,2
Sb Tm Zr,0,3
Sb U,0,2
Sb U V,0,3
Sb U Y,0,3
Sb U Zr,0,3
Sb V,0,2
Sb V Zr,0,3
Sb Y,0,2
Sb Y Zr,0,3
Sb Yb,0,2
Sb Yb Zn,0,3
Sb Zn,0,2
Sb Zn Zr,0,3
Sb Zr,0,2
Sc Sn,0,2
Sc Sn V,0,3
Sc Tc,0,2
Sc Th,0,2
Sc Tl,0,2
Sc Y,0,2
Sc Zn,0,2
Sc Zr,0,2
Sm Sn,0,2
Sm Sn Zn,0,3
Sm Th,0,2
Sm Tl,0,2
Sm Tl Zn,0,3
Sm Zn,0,2
Sn Sr,0,2
Sn Sr Tl,0,3
Sn Sr Zn,0,3
Sn Ta,0,2
Sn Tb,0,2
Sn Tb Zn,0,3
Sn Tc,0,2
Sn Th,0,2
Sn Ti,0,2
Sn Ti Tm,0,3
Sn Ti V,0,3
Sn Ti Zn,0,3
Sn Ti Zr,0,3
Sn Tl,0,2
Sn Tm,0,2
Sn Tm V,0,3
Sn Tm Zn,0,3
Sn U,0,2
Sn V,0,2
Sn V Y,0,3
Sn V Zr,0,3
Sn Y,0,2
Sn Y Zn,0,3
Sn Yb,0,2
Sn Yb Zn,0,3
Sn Zn,0,2
Sn Zn Zr,0,3
Sn Zr,0,2
Sr Tl,0,2
Sr Zn,0,2
Ta Tc,0,2
Ta Ti,0,2
Ta V,0,2
Ta V W,0,3
Ta W,0,2
Ta Zn,0,2
Ta Zr,0,2
Tb Tc,0,2
Tb Th,0,2
Tb Tl,0,2
Tb Zn,0,2
Tb Zr,0,2
Tc Th,0,2
Tc Ti,0,2
Tc Tm,0,2
Tc V,0,2
Tc W,0,2
Tc Y,0,2
Tc Zr,0,2
Th Tl,0,2
Th U,0,2
Th Y,0,2
Th Zn,0,2
Th Zr,0,2
Ti Tl,0,2
Ti U,0,2
Ti U Zr,0,3
Ti V,0,2
Ti W,0,2
Ti W Zr,0,3
Ti Y,0,2
Ti Zn,0,2
Ti Zn Zr,0,3
Ti Zr,0,2
Tl Tm,0,2
Tl U,0,2
Tl Y,0,2
Tl Yb,0,2
Tl Zr,0,2
Tm Zn,0,2
U Zn,0,2
U Zr,0,2
V W,0,2
V W Zr,0,3
V Zn,0,2
V Zr,0,2
W Y,0,2
W Zr,0,2
Y Yb,0,2
Y Zn,0,2
Y Zn Zr,0,3
Y Zr,0,2
Yb Zn,0,2
Zn Zr,0,2
