phases,scores,norm
Cu Nb Zr,130.11,1.637
Cu Mo Zr,125.8,1.372
Cs Cu Zr,142.107,2.374
Ba Cu Zr,129.416,1.594
Cu Hf Zr,138.683,2.163
Cu Ta Zr,132.457,1.781
Cu W Zr,137.876,2.114
Cu Os Zr,153.085,3.048
Cu Ir Zr,140.271,2.261
Cu Pt Zr,131.379,1.715
Au Cu Zr,127.453,1.474
Cu Tl Zr,146.973,2.673
Cu Mo Nb,133.153,1.824
Ag Cu Nb,133.731,1.859
Cd Cu Nb,140.666,2.285
Cu In Nb,133.754,1.861
Cs Cu Nb,148.655,2.776
Ba Cu Nb,136.574,2.034
Cu Hf Nb,145.385,2.575
Cu Nb Ta,139.459,2.211
Cu Nb W,144.616,2.528
Cu Nb Os,159.182,3.423
Cu Ir Nb,146.901,2.668
Cu Nb Pt,138.435,2.148
Au Cu Nb,134.715,1.92
Cu Hg Nb,152.35,3.003
Cu Nb Tl,153.313,3.062
Cu Nb Pb,134.192,1.888
Bi Cu Nb,134.372,1.899
Ag Cu Mo,129.543,1.602
Cd Cu Mo,136.689,2.041
Cu In Mo,129.566,1.603
Cu Mo Sn,124.534,1.294
Cs Cu Mo,144.898,2.545
Ba Cu Mo,132.475,1.782
Cu Hf Mo,141.542,2.339
Cu Mo Ta,135.448,1.965
Cu Mo W,140.751,2.29
Cu Mo Os,155.68,3.207
Cu Ir Mo,143.098,2.435
Cu Mo Pt,134.393,1.9
Au Cu Mo,130.558,1.664
Cu Hg Mo,148.687,2.778
Cu Mo Tl,149.673,2.838
Cu Mo Pb,130.018,1.631
Bi Cu Mo,130.204,1.643
Ag Cd Cu,137.254,2.076
Ag Cu In,130.161,1.64
Ag Cu Sn,125.153,1.332
Ag Cs Cu,145.43,2.578
Ag Ba Cu,133.057,1.818
Ag Cu Hf,142.087,2.372
Ag Cu Ta,136.017,2.0
Ag Cu W,141.299,2.324
Ag Cu Os,156.175,3.238
Ag Cu Ir,143.637,2.468
Ag Cu Pt,134.967,1.935
Ag Cu Hg,149.205,2.81
Ag Cu Tl,150.188,2.87
Ag Cu Pb,130.611,1.668
Cd Cu Sn,132.537,1.786
Cd Cs Cu,151.831,2.971
Ba Cd Cu,140.024,2.246
Cd Cu Hf,148.632,2.774
Cd Cu Ta,142.84,2.419
Cd Cu W,147.879,2.728
Cd Cu Os,162.152,3.605
Cd Cu Pt,141.84,2.357
Au Cd Cu,138.212,2.134
Cd Cu Hg,155.451,3.193
Cd Cu Tl,156.395,3.251
Cd Cu Pb,137.702,2.103
Bi Cd Cu,137.878,2.114
Cs Cu In,145.451,2.579
Ba Cu In,133.08,1.819
Cu In Ta,136.039,2.001
Cu In W,141.32,2.325
Cu In Os,156.195,3.239
Cu In Ir,143.658,2.469
Cu Hg In,149.226,2.811
Cu In Tl,150.209,2.871
Cu In Pb,130.634,1.669
Bi Cu In,130.819,1.68
Cu Sn Ta,131.255,1.707
Cu Sn W,136.722,2.043
Cu Os Sn,152.046,2.984
Cu Ir Sn,139.137,2.191
Cu Hg Sn,144.878,2.544
Cu Sn Tl,145.89,2.606
Cu Pb Sn,125.645,1.363
Bi Cu Sn,125.837,1.374
Ba Cs Cu,148.048,2.739
Cs Cu Hf,156.214,3.24
Cs Cu Ta,150.714,2.902
Cs Cu W,155.497,3.196
Cs Cu Os,169.13,4.034
Cs Cu Ir,157.625,3.327
Cs Cu Pt,149.767,2.844
Au Cs Cu,146.335,2.633
Cs Cu Hg,162.716,3.64
Cs Cu Tl,163.617,3.695
Cs Cu Pb,145.854,2.604
Bi Cs Cu,146.019,2.614
Ba Cu Hf,144.765,2.537
Ba Cu Ta,138.812,2.171
Ba Cu W,143.992,2.489
Ba Cu Os,158.616,3.388
Ba Cu Ir,146.287,2.63
Ba Cu Pt,137.783,2.108
Au Ba Cu,134.045,1.878
Ba Cu Hg,151.758,2.967
Ba Cu Tl,152.725,3.026
Ba Cu Pb,133.52,1.846
Cu Hf Ta,147.49,2.704
Cu Hf W,152.375,3.004
Cu Hf Os,166.263,3.857
Cu Hf Ir,154.546,3.138
Cu Hf Pt,146.522,2.645
Au Cu Hf,143.013,2.429
Cu Hf Tl,160.653,3.513
Bi Cu Hf,142.69,2.409
Cu Ta W,146.731,2.658
Cu Os Ta,161.107,3.541
Cu Ir Ta,148.985,2.796
Cu Pt Ta,140.644,2.284
Au Cu Ta,136.984,2.059
Cu Hg Ta,154.36,3.126
Cu Ta Tl,155.31,3.185
Cu Pb Ta,136.47,2.027
Bi Cu Ta,136.647,2.038
Cu Os W,165.591,3.816
Cu Ir W,153.822,3.093
Cu Pt W,145.758,2.598
Au Cu W,142.23,2.381
Cu Hg W,159.034,3.413
Cu Tl W,159.957,3.47
Cu Pb W,141.735,2.351
Bi Cu W,141.905,2.361
Cu Ir Os,167.59,3.939
Cu Os Pt,160.221,3.486
Au Cu Os,157.018,3.29
Cu Hg Os,172.387,4.234
Cu Os Tl,173.238,4.286
Cu Os Pb,156.57,3.262
Bi Cu Os,156.724,3.272
Cu Ir Pt,148.026,2.737
Au Cu Ir,144.553,2.524
Cu Hg Ir,161.115,3.541
Cu Ir Tl,162.026,3.597
Cu Ir Pb,144.066,2.494
Cu Hg Pt,153.435,3.07
Cu Pt Tl,154.391,3.128
Cu Pb Pt,135.423,1.963
Bi Cu Pt,135.601,1.974
Au Cu Hg,150.087,2.864
Au Cu Tl,151.065,2.924
Au Cu Pb,131.618,1.729
Au Bi Cu,131.801,1.741
Cu Hg Tl,166.982,3.902
Cu Hg Pb,149.618,2.835
Bi Cu Hg,149.78,2.845
Cu Pb Tl,150.599,2.895
Bi Cu Tl,150.759,2.905
Bi Cu Pb,131.267,1.708
Ga Rb Zn,162.057,3.599
Ga Sr Zn,143.704,2.472
Ag Ga Zn,137.309,2.079
Cd Ga Zn,144.071,2.494
Ga In Zn,137.331,2.08
Ga Sn Zn,132.594,1.789
Cs Ga Zn,151.881,2.974
Ba Ga Zn,140.078,2.249
Ga W Zn,147.93,2.731
Ga Os Zn,162.199,3.608
Ga Ir Zn,150.165,2.869
Ga Pt Zn,141.894,2.361
Au Ga Zn,138.266,2.138
Ga Hg Zn,155.499,3.196
Ga Tl Zn,156.443,3.254
Ga Pb Zn,137.757,2.107
Bi Ga Zn,137.933,2.117
Rb Sr Zn,165.525,3.812
Rb Y Zn,155.927,3.223
Rb Zn Zr,156.991,3.288
Nb Rb Zn,162.941,3.653
Mo Rb Zn,159.521,3.443
Ag Rb Zn,160.005,3.473
Cd Rb Zn,165.844,3.832
In Rb Zn,160.024,3.474
Cs Rb Zn,172.672,4.251
Ba Rb Zn,162.388,3.619
Hf Rb Zn,169.866,4.079
Rb Ta Zn,164.822,3.769
Rb W Zn,169.207,4.038
Os Rb Zn,181.814,4.813
Ir Rb Zn,171.165,4.159
Pt Rb Zn,163.957,3.716
Au Rb Zn,160.828,3.524
Hg Rb Zn,175.864,4.447
Rb Tl Zn,176.699,4.498
Pb Rb Zn,160.39,3.497
Bi Rb Zn,160.541,3.506
Sr Y Zn,136.753,2.045
Sr Zn Zr,137.965,2.119
Nb Sr Zn,144.7,2.533
Mo Sr Zn,140.838,2.296
Cs Sr Zn,155.576,3.201
Hf Sr Zn,152.455,3.009
Sr Ta Zn,146.815,2.663
Sr W Zn,151.721,2.964
Os Sr Zn,165.664,3.821
Ir Sr Zn,153.901,3.098
Hg Sr Zn,159.111,3.418
Sr Tl Zn,160.033,3.475
Nb Y Zn,133.614,1.852
Mo Y Zn,129.421,1.594
Ag Y Zn,130.017,1.631
Cd Y Zn,137.139,2.069
In Y Zn,130.04,1.632
Cs Y Zn,145.322,2.571
Ba Y Zn,132.938,1.811
Hf Y Zn,141.976,2.366
Ta Y Zn,135.901,1.992
W Y Zn,141.187,2.317
Os Y Zn,156.074,3.232
Ir Y Zn,143.528,2.461
Pt Y Zn,134.85,1.928
Hg Y Zn,149.1,2.803
Tl Y Zn,150.084,2.864
Pb Y Zn,130.49,1.66
Bi Y Zn,130.675,1.672
Mo Zn Zr,130.701,1.673
Cd Zn Zr,138.347,2.143
In Zn Zr,131.313,1.711
Cs Zn Zr,146.462,2.641
Ba Zn Zr,134.184,1.887
Ta Zn Zr,137.12,2.067
W Zn Zr,142.361,2.389
Os Zn Zr,157.137,3.297
Ir Zn Zr,144.682,2.532
Pt Zn Zr,136.078,2.003
Au Zn Zr,132.292,1.771
Hg Zn Zr,150.212,2.872
Tl Zn Zr,151.188,2.932
Bi Zn Zr,131.943,1.749
Mo Nb Zn,137.792,2.109
Ag Nb Zn,138.351,2.143
Cd Nb Zn,145.065,2.555
In Nb Zn,138.373,2.144
Nb Sn Zn,133.673,1.856
Cs Nb Zn,152.824,3.032
Ba Nb Zn,141.1,2.312
Hf Nb Zn,149.646,2.837
Nb Ta Zn,143.895,2.484
Nb W Zn,148.898,2.791
Nb Os Zn,163.083,3.662
Ir Nb Zn,151.119,2.927
Nb Pt Zn,142.903,2.423
Hg Nb Zn,156.421,3.253
Nb Tl Zn,157.359,3.311
Nb Pb Zn,138.796,2.17
Bi Nb Zn,138.97,2.181
Ag Mo Zn,134.307,1.895
Cd Mo Zn,141.212,2.319
In Mo Zn,134.329,1.896
Cs Mo Zn,149.172,2.808
Ba Mo Zn,137.137,2.068
Hf Mo Zn,145.915,2.608
Mo Ta Zn,140.011,2.245
Mo W Zn,145.147,2.56
Mo Os Zn,159.666,3.452
Ir Mo Zn,147.425,2.7
Mo Pt Zn,138.991,2.182
Hg Mo Zn,152.855,3.034
Mo Tl Zn,153.815,3.093
Mo Pb Zn,134.765,1.923
Bi Mo Zn,134.944,1.934
Ag Sn Zn,130.078,1.635
Ag Cs Zn,149.689,2.839
Ag Ba Zn,137.699,2.103
Ag Hf Zn,146.443,2.64
Ag Ta Zn,140.561,2.279
Ag W Zn,145.679,2.593
Ag Os Zn,160.149,3.482
Ag Ir Zn,147.948,2.732
Ag Pt Zn,139.545,2.216
Ag Hg Zn,153.36,3.065
Ag Tl Zn,154.316,3.124
Ag Pb Zn,135.337,1.958
Ag Bi Zn,135.516,1.969
Cd In Zn,141.78,2.354
Cd Sn Zn,137.196,2.072
Cd Cs Zn,155.915,3.222
Ba Cd Zn,144.443,2.517
Cd Hf Zn,152.801,3.031
Cd Ta Zn,147.174,2.685
Cd W Zn,152.069,2.986
Cd Os Zn,165.983,3.84
Cd Ir Zn,154.244,3.119
Cd Hg Zn,159.442,3.439
Cd Tl Zn,160.363,3.495
Cd Pb Zn,142.193,2.379
Bi Cd Zn,142.363,2.389
In Sn Zn,130.101,1.636
Cs In Zn,149.709,2.841
Hf In Zn,146.464,2.641
In Ta Zn,140.583,2.28
In W Zn,145.699,2.594
In Os Zn,160.168,3.483
In Ir Zn,147.968,2.734
In Pt Zn,139.567,2.218
Hg In Zn,153.379,3.066
In Tl Zn,154.336,3.125
In Pb Zn,135.359,1.959
Bi In Zn,135.538,1.97
Hf Sn Zn,142.032,2.369
Sn Ta Zn,135.959,1.996
Sn W Zn,141.243,2.321
Os Sn Zn,156.125,3.235
Ir Sn Zn,143.583,2.464
Au Sn Zn,131.088,1.697
Hg Sn Zn,149.153,2.806
Sn Tl Zn,150.136,2.867
Pb Sn Zn,130.551,1.664
Bi Sn Zn,130.736,1.675
Ba Cs Zn,152.234,2.996
Cs Hf Zn,160.186,3.484
Cs Ta Zn,154.828,3.155
Cs W Zn,159.488,3.441
Cs Os Zn,172.805,4.259
Cs Ir Zn,161.563,3.569
Cs Pt Zn,153.906,3.098
Au Cs Zn,150.568,2.893
Cs Hg Zn,166.533,3.874
Cs Tl Zn,167.414,3.928
Cs Pb Zn,150.101,2.865
Bi Cs Zn,150.262,2.875
Ba Hf Zn,149.043,2.8
Ba Ta Zn,143.268,2.445
Ba W Zn,148.292,2.754
Ba Os Zn,162.53,3.628
Ba Ir Zn,150.522,2.891
Ba Pt Zn,142.272,2.384
Ba Tl Zn,156.786,3.275
Hf Ta Zn,151.691,2.962
Hf W Zn,156.445,3.254
Hf Os Zn,170.001,4.087
Hf Ir Zn,158.56,3.384
Hf Pt Zn,150.75,2.905
Au Hf Zn,147.342,2.695
Hf Hg Zn,163.621,3.695
Hf Tl Zn,164.518,3.75
Hf Pb Zn,146.864,2.666
Bi Hf Zn,147.028,2.676
Ta W Zn,150.954,2.917
Os Ta Zn,164.962,3.778
Ir Ta Zn,153.145,3.052
Pt Ta Zn,145.044,2.554
Au Ta Zn,141.497,2.336
Hg Ta Zn,158.379,3.373
Ta Tl Zn,159.306,3.43
Pb Ta Zn,141.0,2.306
Bi Ta Zn,141.171,2.316
Os W Zn,169.343,4.047
Ir W Zn,157.855,3.341
Pt W Zn,150.008,2.859
Au W Zn,146.582,2.649
Hg W Zn,162.938,3.653
Tl W Zn,163.838,3.709
Pb W Zn,146.102,2.619
Bi W Zn,146.267,2.629
Ir Os Zn,171.299,4.167
Os Pt Zn,164.097,3.724
Au Os Zn,160.971,3.532
Hg Os Zn,175.994,4.455
Os Tl Zn,176.829,4.506
Os Pb Zn,160.534,3.506
Bi Os Zn,160.684,3.515
Ir Pt Zn,152.213,2.994
Au Ir Zn,148.837,2.787
Hg Ir Zn,164.97,3.778
Ir Tl Zn,165.859,3.833
Ir Pb Zn,148.364,2.758
Bi Ir Zn,148.527,2.768
Au Pt Zn,140.488,2.274
Hg Pt Zn,157.478,3.318
Pt Tl Zn,158.41,3.375
Pb Pt Zn,139.987,2.243
Bi Pt Zn,140.159,2.254
Au Hg Zn,154.218,3.118
Au Tl Zn,155.169,3.176
Au Pb Zn,136.309,2.018
Au Bi Zn,136.486,2.028
Hg Tl Zn,170.704,4.13
Hg Pb Zn,153.761,3.09
Bi Hg Zn,153.918,3.099
Pb Tl Zn,154.716,3.148
Bi Tl Zn,154.872,3.158
Bi Pb Zn,135.97,1.997
Ga Rb Sr,172.745,4.256
Ga Rb Y,163.571,3.692
Ga Rb Zr,164.585,3.754
Ga Nb Rb,170.271,4.104
Ga Mo Rb,167.001,3.903
Ag Ga Rb,167.463,3.931
Cd Ga Rb,173.051,4.274
Cs Ga Rb,179.605,4.677
Ba Ga Rb,169.742,4.071
Ga Hf Rb,176.909,4.511
Ga Rb Ta,172.072,4.214
Ga Rb W,176.277,4.473
Ga Os Rb,188.411,5.218
Ga Ir Rb,178.157,4.588
Ga Pt Rb,171.243,4.163
Ga Rb Tl,183.479,4.915
Ga Pb Rb,167.831,3.954
Bi Ga Rb,167.975,3.963
Ga Sr Y,145.409,2.576
Ga Sr Zr,146.549,2.647
Ga Nb Sr,152.907,3.037
Ga Mo Sr,149.257,2.813
Cs Ga Sr,163.237,3.672
Ga Hf Sr,160.265,3.489
Ga Sr Ta,154.909,3.16
Ga Sr W,159.567,3.446
Ga Os Sr,172.879,4.264
Ga Pt Sr,153.988,3.103
Ga Hg Sr,166.609,3.879
Ga Sr Tl,167.49,3.933
Bi Ga Sr,150.346,2.88
Ga Y Zr,135.614,1.975
Ga Nb Y,142.46,2.395
Cd Ga Y,145.772,2.599
Ga In Y,139.114,2.19
Ga Sn Y,134.44,1.903
Cs Ga Y,153.495,3.073
Ba Ga Y,141.827,2.357
Ga Hf Y,150.331,2.879
Ga Ta Y,144.608,2.527
Ga W Y,149.587,2.833
Ga Os Y,163.712,3.701
Ga Hg Y,157.077,3.293
Ga Tl Y,158.011,3.351
Ga Pb Y,139.535,2.216
Bi Ga Y,139.708,2.226
Ga Mo Zr,139.732,2.228
Ag Ga Zr,140.284,2.262
Cd Ga Zr,146.909,2.669
Ga In Zr,140.305,2.263
Cs Ga Zr,154.575,3.14
Ba Ga Zr,142.996,2.428
Ga Ta Zr,145.754,2.598
Ga W Zr,150.695,2.901
Ga Hg Zr,158.133,3.358
Ga Tl Zr,159.061,3.415
Bi Ga Zr,140.894,2.299
Ga Mo Nb,146.386,2.637
Ag Ga Nb,146.913,2.669
Cd Ga Nb,153.252,3.058
Ga In Nb,146.933,2.67
Cs Ga Nb,160.616,3.511
Ba Ga Nb,149.505,2.828
Ga Nb Ta,152.145,2.99
Ga Nb W,156.885,3.281
Ga Nb Os,170.406,4.112
Ga Hg Nb,164.042,3.721
Ga Nb Tl,164.937,3.776
Ga Nb Pb,147.332,2.695
Bi Ga Nb,147.496,2.705
Cd Ga Mo,149.61,2.835
Ga In Mo,143.131,2.437
Cs Ga Mo,157.145,3.297
Ba Ga Mo,145.77,2.599
Ga Hf Mo,154.056,3.108
Ga Mo Os,167.139,3.911
Ga Ir Mo,155.488,3.196
Ga Mo Pt,147.515,2.706
Au Ga Mo,144.03,2.492
Ga Hg Mo,160.646,3.512
Ga Mo Tl,161.559,3.569
Ga Mo Pb,143.541,2.462
Bi Ga Mo,143.709,2.472
Ag Cd Ga,150.126,2.866
Ag Ga In,143.67,2.47
Ag Ga Sn,139.149,2.192
Ag Cs Ga,157.636,3.328
Ag Ga Ta,148.996,2.797
Ag Ga W,153.833,3.094
Ag Ga Os,167.601,3.94
Ag Ga Ir,155.984,3.226
Ag Ga Pt,148.038,2.738
Ag Au Ga,144.565,2.525
Ag Ga Hg,161.126,3.542
Ag Ga Tl,162.037,3.598
Ag Ga Pb,144.078,2.495
Ag Bi Ga,144.246,2.505
Cd Ga In,150.146,2.867
Cd Ga Sn,145.826,2.602
Cd Cs Ga,163.56,3.691
Cd Ga Hf,160.595,3.509
Cd Ga Ta,155.25,3.181
Cd Ga W,159.898,3.466
Cd Ga Os,173.184,4.283
Cd Ga Ir,161.968,3.594
Cd Ga Pt,154.331,3.125
Au Cd Ga,151.002,2.92
Cd Ga Hg,166.926,3.898
Cd Ga Tl,167.805,3.952
Cd Ga Pb,150.536,2.891
Bi Cd Ga,150.697,2.901
Ga In Sn,139.171,2.193
Ga Hf In,154.577,3.14
Ga In Ta,149.016,2.798
Ga In W,153.853,3.095
Ga In Os,167.619,3.941
Ga In Ir,156.003,3.227
Ga In Pt,148.058,2.739
Ga Hg In,161.144,3.543
Ga In Tl,162.055,3.599
Ga In Pb,144.099,2.496
Bi Ga In,144.267,2.506
Ga Sn W,149.64,2.836
Ga Os Sn,163.76,3.704
Ga Pt Sn,143.675,2.47
Au Ga Sn,140.094,2.25
Ga Hg Sn,157.127,3.296
Ga Sn Tl,158.061,3.354
Ga Pb Sn,139.592,2.219
Bi Ga Sn,139.765,2.23
Ba Cs Ga,160.055,3.476
Cs Ga Hf,167.636,3.942
Cs Ga Ta,162.524,3.628
Cs Ga W,166.969,3.901
Cs Ga Os,179.733,4.685
Cs Ga Ir,168.953,4.023
Cs Ga Pt,161.646,3.574
Cs Ga Hg,173.711,4.315
Cs Ga Tl,174.556,4.367
Cs Ga Pb,158.027,3.352
Bi Cs Ga,158.18,3.361
Ba Ga Hf,157.023,3.29
Ba Ga Ta,151.552,2.954
Ba Ga W,156.31,3.246
Ba Ga Os,169.877,4.079
Ba Ga Ir,158.427,3.376
Ba Ga Tl,164.39,3.742
Ba Bi Ga,146.885,2.667
Ga Hf Ta,159.539,3.444
Ga Hf W,164.065,3.722
Ga Hf Os,177.039,4.519
Ga Hf Ir,166.083,3.846
Ga Hf Hg,170.922,4.144
Ga Hf Tl,171.781,4.196
Ga Hf Pb,154.956,3.163
Bi Ga Hf,155.112,3.172
Ga Ta W,158.838,3.401
Ga Os Ta,172.205,4.222
Ga Pt Ta,153.232,3.057
Ga Hg Ta,165.91,3.836
Ga Ta Tl,166.795,3.89
Ga Pb Ta,149.41,2.822
Bi Ga Ta,149.571,2.832
Ga Os W,176.407,4.481
Ga Ir W,165.41,3.805
Ga Pt W,157.939,3.346
Au Ga W,154.689,3.147
Ga Hg W,170.268,4.103
Ga Tl W,171.13,4.156
Ga Pb W,154.234,3.119
Bi Ga W,154.39,3.128
Ga Ir Os,178.286,4.596
Ga Os Pt,171.377,4.172
Au Ga Os,168.386,3.988
Ga Hg Os,182.802,4.873
Ga Os Tl,183.605,4.923
Ga Os Pb,167.968,3.962
Bi Ga Os,168.112,3.971
Ga Ir Pt,160.035,3.475
Au Ga Ir,156.828,3.278
Ga Hg Ir,172.213,4.223
Ga Ir Tl,173.065,4.275
Ga Ir Pb,156.379,3.25
Bi Ga Ir,156.533,3.26
Au Ga Pt,148.927,2.793
Ga Hg Pt,165.05,3.783
Ga Pt Tl,165.94,3.838
Ga Pb Pt,148.454,2.764
Bi Ga Pt,148.617,2.774
Au Ga Hg,161.943,3.592
Au Ga Tl,162.849,3.648
Au Ga Pb,144.991,2.551
Au Bi Ga,145.158,2.561
Ga Hg Tl,177.714,4.561
Ga Hg Pb,161.508,3.565
Bi Ga Hg,161.658,3.575
Ga Pb Tl,162.417,3.621
Bi Ga Tl,162.566,3.63
Bi Ga Pb,144.673,2.531
Rb Sr Y,167.008,3.903
Rb Sr Zr,168.001,3.964
Nb Rb Sr,173.575,4.307
Mo Rb Sr,170.369,4.11
Ag Rb Sr,170.822,4.137
Cd Rb Sr,176.303,4.474
In Rb Sr,170.839,4.139
Rb Sn Sr,167.055,3.906
Cs Rb Sr,182.741,4.87
Ba Rb Sr,173.056,4.275
Hf Rb Sr,180.091,4.707
Rb Sr Ta,175.342,4.415
Rb Sr W,179.47,4.669
Os Rb Sr,191.403,5.402
Ir Rb Sr,181.317,4.782
Pt Rb Sr,174.529,4.365
Au Rb Sr,171.593,4.185
Hg Rb Sr,185.759,5.055
Rb Sr Tl,186.55,5.104
Pb Rb Sr,171.183,4.16
Bi Rb Sr,171.324,4.168
Rb Y Zr,158.553,3.384
Nb Rb Y,164.447,3.746
Mo Rb Y,161.059,3.538
Ag Rb Y,161.538,3.567
Cd Rb Y,167.324,3.923
In Rb Y,161.557,3.568
Rb Sn Y,157.55,3.322
Cs Rb Y,174.094,4.338
Ba Rb Y,163.899,3.712
Hf Rb Y,171.311,4.168
Rb Ta Y,166.311,3.86
Rb W Y,170.658,4.127
Os Rb Y,183.165,4.896
Ir Rb Y,172.599,4.247
Pt Rb Y,165.453,3.808
Au Rb Y,162.353,3.617
Hg Rb Y,177.26,4.533
Rb Tl Y,178.088,4.584
Pb Rb Y,161.92,3.591
Bi Rb Y,162.069,3.6
Nb Rb Zr,165.456,3.808
Mo Rb Zr,162.089,3.601
Ag Rb Zr,162.565,3.63
Cd Rb Zr,168.316,3.984
In Rb Zr,162.584,3.631
Rb Sn Zr,158.603,3.387
Cs Rb Zr,175.047,4.397
Ba Rb Zr,164.911,3.774
Hf Rb Zr,172.28,4.227
Rb Ta Zr,167.309,3.922
Rb W Zr,171.63,4.187
Os Rb Zr,184.072,4.951
Ir Rb Zr,173.561,4.306
Pt Rb Zr,166.456,3.869
Au Rb Zr,163.375,3.68
Hg Rb Zr,178.196,4.59
Rb Tl Zr,179.02,4.641
Pb Rb Zr,162.944,3.654
Bi Rb Zr,163.093,3.663
Mo Nb Rb,167.859,3.956
Ag Nb Rb,168.319,3.984
Cd Nb Rb,173.879,4.325
In Nb Rb,168.337,3.985
Nb Rb Sn,164.495,3.749
Cs Nb Rb,180.403,4.726
Ba Nb Rb,170.586,4.123
Hf Nb Rb,177.719,4.561
Nb Rb Ta,172.905,4.265
Nb Rb W,177.09,4.523
Nb Os Rb,189.172,5.265
Ir Nb Rb,178.961,4.637
Nb Pt Rb,172.08,4.215
Au Nb Rb,169.101,4.032
Hg Nb Rb,183.46,4.914
Nb Rb Tl,184.261,4.963
Nb Pb Rb,168.685,4.006
Bi Nb Rb,168.828,4.015
Ag Mo Rb,165.011,3.781
Cd Mo Rb,170.679,4.129
In Mo Rb,165.029,3.782
Mo Rb Sn,161.108,3.541
Cs Mo Rb,177.321,4.537
Ba Mo Rb,167.323,3.923
Hf Mo Rb,174.589,4.369
Mo Rb Ta,169.686,4.068
Mo Rb W,173.948,4.33
Mo Os Rb,186.235,5.084
Ir Mo Rb,175.853,4.447
Mo Pt Rb,168.845,4.016
Au Mo Rb,165.809,3.83
Hg Mo Rb,180.43,4.728
Mo Rb Tl,181.244,4.778
Mo Pb Rb,165.384,3.803
Bi Mo Rb,165.53,3.812
Ag Cd Rb,171.131,4.156
Ag In Rb,165.496,3.81
Ag Rb Sn,161.587,3.57
Ag Cs Rb,177.756,4.563
Ag Ba Rb,167.784,3.951
Ag Hf Rb,175.031,4.396
Ag Rb Ta,170.14,4.096
Ag Rb W,174.392,4.357
Ag Os Rb,186.649,5.11
Ag Ir Rb,176.292,4.474
Ag Pt Rb,169.302,4.044
Ag Au Rb,166.274,3.858
Ag Hg Rb,180.858,4.754
Ag Rb Tl,181.669,4.804
Ag Pb Rb,165.851,3.832
Ag Bi Rb,165.996,3.841
Cd In Rb,171.148,4.158
Cd Rb Sn,167.371,3.926
Cd Cs Rb,183.03,4.887
Ba Cd Rb,173.361,4.293
Cd Hf Rb,180.384,4.725
Cd Rb Ta,175.643,4.434
Cd Rb W,179.765,4.687
Cd Os Rb,191.678,5.419
Cd Ir Rb,181.608,4.8
Cd Pt Rb,174.831,4.384
Au Cd Rb,171.9,4.204
Cd Hg Rb,186.043,5.072
Cd Pb Rb,171.491,4.179
Bi Cd Rb,171.632,4.187
In Rb Sn,161.606,3.571
Cs In Rb,177.773,4.564
Ba In Rb,167.802,3.952
Hf In Rb,175.048,4.397
In Rb Ta,170.158,4.097
In Rb W,174.409,4.358
In Os Rb,186.665,5.111
In Ir Rb,176.309,4.475
In Pt Rb,169.32,4.045
Hg In Rb,180.874,4.755
In Rb Tl,181.686,4.805
In Pb Rb,165.869,3.833
Bi In Rb,166.014,3.842
Ba Rb Sn,163.947,3.715
Hf Rb Sn,171.357,4.17
Rb Sn Ta,166.359,3.863
Rb Sn W,170.704,4.13
Os Rb Sn,183.208,4.898
Ir Rb Sn,172.645,4.249
Pt Rb Sn,165.501,3.811
Pb Rb Sn,161.969,3.594
Bi Rb Sn,162.118,3.603
Ba Cs Rb,179.904,4.695
Cs Hf Rb,186.681,5.112
Cs Rb Ta,182.104,4.831
Cs Rb W,186.082,5.075
Cs Os Rb,197.616,5.783
Cs Ir Rb,187.864,5.184
Cs Pt Rb,181.321,4.782
Cs Hg Rb,192.155,5.448
Cs Pb Rb,178.103,4.585
Bi Cs Rb,178.238,4.593
Ba Hf Rb,177.212,4.53
Ba Rb Ta,172.384,4.233
Ba Rb W,176.581,4.491
Ba Os Rb,188.696,5.235
Ba Ir Rb,178.458,4.607
Ba Pt Rb,171.556,4.183
Au Ba Rb,168.568,3.999
Ba Hg Rb,182.969,4.884
Ba Rb Tl,183.772,4.933
Ba Pb Rb,168.151,3.973
Ba Bi Rb,168.295,3.982
Hf Rb Ta,179.445,4.667
Hf Rb W,183.481,4.915
Hf Os Rb,195.168,5.633
Hf Ir Rb,185.288,5.026
Hf Pt Rb,178.65,4.618
Au Hf Rb,175.783,4.442
Hf Hg Rb,189.637,5.293
Hf Rb Tl,190.412,5.341
Hf Pb Rb,175.383,4.418
Bi Hf Rb,175.521,4.426
Rb Ta W,178.822,4.629
Os Rb Ta,190.795,5.364
Ir Rb Ta,180.675,4.743
Pt Rb Ta,173.862,4.324
Au Rb Ta,170.914,4.143
Hg Rb Ta,185.133,5.017
Rb Ta Tl,185.926,5.065
Pb Rb Ta,170.503,4.118
Bi Rb Ta,170.644,4.127
Os Rb W,194.596,5.598
Ir Rb W,184.685,4.989
Pt Rb W,178.024,4.58
Au Rb W,175.147,4.403
Hg Rb W,189.048,5.257
Rb Tl W,189.824,5.305
Pb Rb W,174.746,4.379
Bi Rb W,174.884,4.387
Ir Os Rb,196.3,5.703
Os Pt Rb,190.048,5.318
Au Os Rb,187.355,5.153
Hg Os Rb,200.41,5.955
Os Rb Tl,201.143,6.0
Os Pb Rb,186.98,5.13
Bi Os Rb,187.109,5.138
Ir Pt Rb,179.886,4.694
Au Ir Rb,177.039,4.519
Hg Ir Rb,190.802,5.365
Ir Rb Tl,191.571,5.412
Ir Pb Rb,176.642,4.495
