phases,scores,norm
Al Ba Hf,145.942,2.609
Al Ba Ta,140.039,2.247
Al Ba W,145.175,2.562
Al Ba Os,159.691,3.454
Al Ba Ir,147.452,2.702
Al Ba Hg,152.881,3.036
Al Ba Tl,153.841,3.094
Al Ba Bi,134.974,1.936
Al Hf Ta,148.646,2.775
Al Hf Hg,160.802,3.522
Al Hf Tl,161.714,3.578
Al Hf Pb,143.716,2.473
Al Bi Hf,143.884,2.483
Al Os Ta,162.165,3.606
Al Ir Ta,150.129,2.866
Al Pt Ta,141.855,2.358
Al Au Ta,138.227,2.135
Al Hg Ta,155.464,3.194
Al Ta Tl,156.408,3.252
Al Pb Ta,137.718,2.104
Al Bi Ta,137.893,2.115
Al Os W,166.621,3.879
Al Ir W,154.93,3.161
Al Pt W,146.927,2.67
Al Au W,143.428,2.455
Al Hg W,160.106,3.479
Al Tl W,161.023,3.536
Al Pb W,142.937,2.425
Al Bi W,143.106,2.435
Al Ir Os,168.608,4.002
Al Os Pt,161.286,3.552
Al Au Os,158.104,3.356
Al Hg Os,173.376,4.294
Al Os Tl,174.223,4.346
Al Os Pb,157.659,3.329
Al Bi Os,157.812,3.338
Al Ir Pt,149.178,2.808
Al Hg Ir,162.174,3.606
Al Ir Tl,163.078,3.662
Al Ir Pb,145.249,2.567
Al Bi Ir,145.415,2.577
Al Au Pt,137.194,2.072
Al Hg Pt,154.546,3.138
Al Pt Tl,155.496,3.196
Al Pb Pt,136.68,2.04
Al Bi Pt,136.857,2.051
Al Au Hg,151.223,2.934
Al Au Tl,152.193,2.993
Al Au Pb,132.911,1.809
Al Au Bi,133.093,1.82
Al Hg Tl,168.004,3.964
Al Hg Pb,150.758,2.905
Al Bi Hg,150.918,2.915
Al Pb Tl,151.731,2.965
Al Bi Tl,151.89,2.975
Al Bi Pb,132.564,1.787
Ca K Sc,155.648,3.205
Ca K Ti,147.684,2.716
Ca K V,162.837,3.647
Ca Cr K,148.068,2.74
Ca K Mn,147.447,2.702
Ca Fe K,141.089,2.311
Ca Co K,145.204,2.564
Ca K Ni,142.245,2.382
Ca Cu K,141.94,2.363
Ca K Zn,146.301,2.631
Ca Ga K,154.423,3.13
Ca K Rb,174.912,4.389
Ca K Sr,158.058,3.354
Ca K Y,147.976,2.734
Ca K Zr,149.097,2.803
Ca K Nb,155.35,3.187
Ca K Mo,151.759,2.967
Ag Ca K,152.268,2.998
Ca Cd K,158.392,3.374
Ca In K,152.287,2.999
Ca K Sn,148.03,2.737
Ca Cs K,165.528,3.812
Ba Ca K,154.77,3.152
Ca Hf K,162.598,3.632
Ca K Ta,157.322,3.308
Ca K W,161.91,3.59
Ca K Os,175.044,4.397
Ca Ir K,163.955,3.716
Ca K Pt,156.415,3.253
Au Ca K,153.132,3.051
Ca Hg K,168.854,4.017
Ca K Tl,169.724,4.07
Ca K Pb,152.672,3.023
K Sc Ti,146.912,2.669
K Sc V,162.137,3.604
Cr K Sc,147.298,2.693
K Mn Sc,146.674,2.654
Fe K Sc,140.281,2.262
Co K Sc,144.42,2.516
K Ni Sc,141.444,2.333
Cu K Sc,141.138,2.314
K Sc Zn,145.522,2.583
Ga K Sc,153.685,3.085
K Rb Sc,174.261,4.349
K Sc Sr,157.338,3.309
K Sc Y,147.206,2.687
K Sc Zr,148.333,2.756
K Nb Sc,154.617,3.142
K Mo Sc,151.009,2.92
Ag K Sc,151.519,2.952
Cd K Sc,157.673,3.33
In K Sc,151.539,2.953
Cs K Sc,164.84,3.77
Ba K Sc,154.034,3.106
Hf K Sc,161.898,3.589
K Sc Ta,156.598,3.264
K Sc W,161.207,3.547
K Os Sc,174.393,4.357
Ir K Sc,163.26,3.673
K Pt Sc,155.686,3.208
Au K Sc,152.388,3.005
Hg K Sc,168.18,3.975
K Sc Tl,169.053,4.029
Bi K Sc,152.085,2.987
K Ti V,154.508,3.135
Cr K Ti,138.856,2.174
K Mn Ti,138.193,2.133
Fe K Ti,131.388,1.715
Co K Ti,135.798,1.986
K Ni Ti,132.629,1.792
Cu K Ti,132.303,1.771
K Ti Zn,136.97,2.058
Ga K Ti,145.613,2.589
K Rb Ti,167.186,3.914
K Sr Ti,149.464,2.826
K Ti Y,138.758,2.168
K Ti Zr,139.953,2.241
K Nb Ti,146.597,2.649
K Mo Ti,142.786,2.415
Ag K Ti,143.326,2.449
Cd K Ti,149.817,2.847
In K Ti,143.347,2.45
K Sn Ti,138.815,2.172
Cs K Ti,157.342,3.309
Ba K Ti,145.982,2.612
Hf K Ti,154.257,3.12
K Ta Ti,148.684,2.778
K Ti W,153.531,3.075
K Os Ti,167.324,3.923
Ir K Ti,155.686,3.208
K Pt Ti,147.724,2.719
Au K Ti,144.244,2.505
Hg K Ti,160.838,3.524
K Ti Tl,161.75,3.58
K Pb Ti,143.756,2.475
Bi K Ti,143.924,2.485
Cr K V,154.875,3.158
K Mn V,154.281,3.122
Fe K V,148.217,2.749
Co K V,152.14,2.99
K Ni V,149.318,2.817
Cu K V,149.028,2.799
K V Zn,153.187,3.054
Ga K V,160.961,3.532
K Rb V,180.711,4.745
K Sr V,164.453,3.746
K V Y,154.788,3.153
K V Zr,155.859,3.218
K Nb V,161.852,3.586
K Mo V,158.408,3.375
Ag K V,158.895,3.405
Cd K V,164.774,3.766
In K V,158.914,3.406
K Sn V,154.839,3.156
Cs K V,171.644,4.188
Ba K V,161.295,3.552
Hf K V,168.821,4.015
K Ta V,163.745,3.703
K V W,168.158,3.974
K Os V,180.838,4.753
Ir K V,170.128,4.095
K Pt V,162.873,3.649
Au K V,159.723,3.456
Hg K V,174.854,4.385
K Tl V,175.694,4.437
K Pb V,159.283,3.429
Bi K V,159.434,3.438
Cr K Mn,138.604,2.158
Cr Fe K,131.82,1.742
Co Cr K,136.216,2.012
Cr K Ni,133.057,1.818
Cr Cu K,132.731,1.798
Cr K Zn,137.384,2.084
Cr Ga K,146.003,2.613
Cr K Rb,167.525,3.935
Cr K Sr,149.843,2.849
Cr K Y,139.167,2.193
Cr K Zr,140.358,2.266
Cr K Nb,146.983,2.673
Cr K Mo,143.183,2.44
Ag Cr K,143.721,2.473
Cd Cr K,150.195,2.87
Cr In K,143.742,2.474
Cr K Sn,139.224,2.197
Cr Cs K,157.702,3.332
Ba Cr K,146.37,2.636
Cr Hf K,154.624,3.143
Cr K Ta,149.066,2.801
Cr K W,153.901,3.098
Cr K Os,167.662,3.943
Cr Ir K,156.05,3.23
Cr K Pt,148.108,2.742
Au Cr K,144.637,2.529
Cr Hg K,161.19,3.546
Cr K Tl,162.101,3.602
Cr K Pb,144.15,2.499
Bi Cr K,144.318,2.509
Fe K Mn,131.122,1.699
Co K Mn,135.541,1.97
K Mn Ni,132.365,1.775
Cu K Mn,132.038,1.755
K Mn Zn,136.715,2.042
Ga K Mn,145.373,2.574
K Mn Rb,166.977,3.901
K Mn Sr,149.229,2.811
K Mn Y,138.506,2.153
K Mn Zr,139.702,2.226
K Mn Nb,146.358,2.635
K Mn Mo,142.541,2.4
Ag K Mn,143.082,2.434
Cd K Mn,149.583,2.833
In K Mn,143.103,2.435
K Mn Sn,138.563,2.156
Cs K Mn,157.119,3.296
Ba K Mn,145.742,2.597
Hf K Mn,154.03,3.106
K Mn Ta,148.449,2.763
K Mn W,153.303,3.061
K Mn Os,167.114,3.91
Ir K Mn,155.461,3.194
K Mn Pt,147.487,2.704
Au K Mn,144.001,2.49
Hg K Mn,160.62,3.511
K Mn Tl,161.534,3.567
K Mn Pb,143.512,2.46
Co Fe K,128.595,1.544
Fe K Ni,125.244,1.338
Cu Fe K,124.898,1.317
Fe K Zn,129.832,1.62
Fe Ga K,138.92,2.178
Fe K Rb,161.39,3.558
Fe K Sr,142.95,2.426
Fe K Y,131.717,1.735
Fe K Zr,132.974,1.813
Fe K Nb,139.95,2.241
Fe K Mo,135.953,1.996
Ag Fe K,136.52,2.031
Cd Fe K,143.32,2.448
Fe In K,136.542,2.032
Fe K Sn,131.777,1.739
Cs Fe K,151.168,2.93
Ba Fe K,139.306,2.202
Fe Hf K,147.955,2.733
Fe K Ta,142.136,2.375
Fe K W,147.198,2.686
Fe K Os,161.532,3.567
Fe Ir K,149.444,2.824
Fe K Pt,141.131,2.314
Au Fe K,137.484,2.09
Fe Hg K,154.804,3.154
Fe K Tl,155.752,3.212
Fe K Pb,136.972,2.058
Bi Fe K,137.148,2.069
Co K Ni,129.863,1.622
Co Cu K,129.529,1.601
Co K Zn,134.293,1.894
Co Ga K,143.098,2.435
Co K Rb,165.0,3.78
Co K Sr,147.014,2.675
Co K Y,136.116,2.006
Co K Zr,137.334,2.08
Co K Nb,144.099,2.496
Co K Mo,140.22,2.258
Ag Co K,140.77,2.292
Cd Co K,147.373,2.697
Co Cs K,155.017,3.167
Ba Co K,143.473,2.458
Co Hf K,151.885,2.974
Co K Ta,146.222,2.626
Co K W,151.148,2.929
Co K Os,165.139,3.788
Co Ir K,153.336,3.063
Co K Pt,145.245,2.566
Au Co K,141.704,2.349
Co Hg K,158.564,3.385
Co K Tl,159.489,3.441
Co K Pb,141.207,2.318
Bi Co K,141.378,2.329
Cu K Ni,126.203,1.397
K Ni Zn,131.088,1.697
Ga K Ni,140.094,2.25
K Ni Rb,162.402,3.62
K Ni Sr,144.092,2.496
K Ni Y,132.955,1.812
K Ni Zr,134.201,1.888
K Nb Ni,141.116,2.313
K Mo Ni,137.153,2.069
Ag K Ni,137.715,2.104
Cd K Ni,144.458,2.518
K Ni Sn,133.015,1.815
Cs K Ni,152.248,2.997
Ba K Ni,140.477,2.274
Hf K Ni,149.058,2.801
K Ni Ta,143.284,2.446
K Ni W,148.307,2.755
K Ni Os,162.543,3.629
Ir K Ni,150.537,2.891
K Ni Pt,142.287,2.385
Au K Ni,138.67,2.163
Hg K Ni,155.859,3.218
K Ni Tl,156.8,3.276
K Ni Pb,138.162,2.131
Bi K Ni,138.337,2.142
Cu K Zn,130.757,1.677
Cu Ga K,139.785,2.231
Cu K Rb,162.135,3.604
Cu K Sr,143.791,2.477
Cu K Y,132.629,1.792
Cu K Zr,133.878,1.868
Cu K Nb,140.809,2.294
Cu K Mo,136.837,2.05
Ag Cu K,137.4,2.085
Cd Cu K,144.158,2.5
Cu In K,137.422,2.086
Cs Cu K,151.964,2.979
Ba Cu K,140.168,2.255
Cu Hf K,148.767,2.783
Cu K Ta,142.981,2.427
Cu K W,148.015,2.737
Cu K Os,162.277,3.613
Cu Ir K,150.249,2.874
Cu K Pt,141.982,2.366
Au Cu K,138.358,2.143
Cu Hg K,155.581,3.201
Cu K Tl,156.524,3.259
Cu K Pb,137.849,2.112
Bi Cu K,138.024,2.123
Ga K Zn,144.211,2.503
K Rb Zn,165.966,3.839
K Sr Zn,148.097,2.742
K Y Zn,137.286,2.078
K Zn Zr,138.493,2.152
K Nb Zn,145.204,2.564
K Mo Zn,141.355,2.328
Ag K Zn,141.901,2.361
Cd K Zn,148.454,2.764
Cs K Zn,156.044,3.23
Ba K Zn,144.583,2.526
Hf K Zn,152.933,3.039
K Ta Zn,147.311,2.693
K W Zn,152.202,2.994
K Os Zn,166.104,3.848
Ir K Zn,154.375,3.127
K Pt Zn,146.342,2.634
Au K Zn,142.828,2.418
Hg K Zn,159.569,3.446
K Pb Zn,142.335,2.388
Ga K Rb,173.168,4.282
Ga K Sr,156.125,3.235
Ga K Y,145.91,2.607
Ga K Zr,147.046,2.677
Ga K Nb,153.383,3.066
Ga K Mo,149.745,2.843
Ag Ga K,150.26,2.874
Cd Ga K,156.463,3.256
Cs Ga K,163.683,3.699
Ba Ga K,152.795,3.03
Ga Hf K,160.72,3.517
Ga K Ta,155.38,3.189
Ga K W,160.024,3.474
Ga K Os,173.3,4.29
Ga Ir K,162.092,3.601
Ga K Pt,154.461,3.133
Ga K Tl,167.925,3.96
Ga K Pb,150.67,2.9
K Rb Sr,176.417,4.481
K Rb Y,167.445,3.93
K Rb Zr,168.435,3.991
K Nb Rb,173.995,4.332
K Mo Rb,170.797,4.136
Ag K Rb,171.249,4.164
Cd K Rb,176.717,4.5
In K Rb,171.266,4.165
K Rb Sn,167.492,3.933
Ba K Rb,173.477,4.301
Hf K Rb,180.496,4.732
K Rb Ta,175.758,4.441
K Rb W,179.877,4.694
K Os Rb,191.784,5.425
Ir K Rb,181.719,4.807
K Pt Rb,174.946,4.391
Au K Rb,172.018,4.211
Hg K Rb,186.152,5.079
K Rb Tl,186.941,5.128
K Pb Rb,171.609,4.186
Bi K Rb,171.749,4.194
K Sr Y,149.753,2.843
K Sr Zr,150.86,2.911
K Nb Sr,157.043,3.291
K Mo Sr,153.492,3.073
Ag K Sr,153.994,3.104
Cd K Sr,160.053,3.476
K Sn Sr,149.805,2.847
Cs K Sr,167.118,3.91
Ba K Sr,156.469,3.256
Hf K Sr,164.217,3.732
K Sr Ta,158.994,3.411
K Sr W,163.535,3.69
K Os Sr,176.548,4.489
Ir K Sr,165.56,3.814
K Pt Sr,158.096,3.356
Au K Sr,154.849,3.156
Hg K Sr,170.413,4.112
K Sr Tl,171.275,4.165
K Pb Sr,154.395,3.128
Bi K Sr,154.551,3.138
K Y Zr,140.261,2.26
K Nb Y,146.891,2.668
K Mo Y,143.088,2.434
Ag K Y,143.627,2.467
Cd K Y,150.105,2.865
In K Y,143.648,2.468
K Sn Y,139.127,2.191
Cs K Y,157.616,3.326
Ba K Y,146.277,2.63
Hf K Y,154.537,3.137
K Ta Y,148.975,2.796
K W Y,153.813,3.093
K Os Y,167.582,3.938
Ir K Y,155.964,3.225
K Pt Y,148.017,2.737
Au K Y,144.543,2.523
Hg K Y,161.106,3.541
K Tl Y,162.017,3.597
K Pb Y,144.056,2.493
Bi K Y,144.224,2.504
K Nb Zr,148.02,2.737
K Mo Zr,144.247,2.505
Ag K Zr,144.781,2.538
Cd K Zr,151.21,2.933
In K Zr,144.802,2.539
K Sn Zr,140.318,2.264
Cs K Zr,158.669,3.391
Ba K Zr,147.411,2.699
Hf K Zr,155.61,3.203
K Ta Zr,150.088,2.864
K W Zr,154.891,3.159
K Os Zr,168.572,3.999
Ir K Zr,157.027,3.29
K Pt Zr,149.137,2.805
Au K Zr,145.69,2.594
Hg K Zr,162.136,3.604
K Tl Zr,163.041,3.66
K Pb Zr,145.207,2.564
Bi K Zr,145.373,2.574
K Mo Nb,150.702,2.902
Ag K Nb,151.213,2.933
Cd K Nb,157.379,3.312
In K Nb,151.233,2.934
K Nb Sn,146.945,2.671
Cs K Nb,164.559,3.753
Ba K Nb,153.733,3.088
Hf K Nb,161.612,3.572
K Nb Ta,156.302,3.246
K Nb W,160.919,3.529
K Nb Os,174.127,4.341
Ir K Nb,162.976,3.656
K Nb Pt,155.389,3.19
Au K Nb,152.084,2.987
Hg K Nb,167.904,3.958
K Nb Tl,168.779,4.012
K Nb Pb,151.621,2.958
Bi K Nb,151.78,2.968
Ag K Mo,147.522,2.706
Cd K Mo,153.836,3.094
In K Mo,147.542,2.708
K Mo Sn,143.144,2.437
Cs K Mo,161.173,3.545
Ba K Mo,150.103,2.865
Hf K Mo,158.163,3.36
K Mo Ta,152.733,3.026
K Mo W,157.456,3.316
K Mo Os,170.931,4.144
Ir K Mo,159.557,3.446
K Mo Pt,151.799,2.969
Au K Mo,148.414,2.761
Hg K Mo,164.588,3.755
K Mo Tl,165.479,3.809
K Mo Pb,147.94,2.732
Bi K Mo,148.103,2.742
Ag Cd K,154.337,3.125
Ag K Sn,143.682,2.47
Ag Cs K,161.652,3.574
Ag Ba K,150.617,2.896
Ag Hf K,158.651,3.39
Ag K Ta,153.238,3.057
Ag K W,157.945,3.347
Ag K Os,171.383,4.172
Ag Ir K,160.041,3.475
Ag K Pt,152.307,3.0
Ag Au K,148.933,2.793
Ag Hg K,165.056,3.783
Ag K Tl,165.946,3.838
Ag K Pb,148.461,2.764
Cd In K,154.357,3.126
Cd Cs K,167.434,3.929
Ba Cd K,156.806,3.277
Cd Hf K,164.538,3.752
Cd K Ta,159.326,3.431
Cd K W,163.858,3.71
Cd K Os,176.847,4.508
Cd Ir K,165.879,3.834
Cd K Pt,158.43,3.376
Au Cd K,155.19,3.177
Cd Hg K,170.723,4.131
Bi Cd K,154.892,3.159
Cs In K,161.67,3.575
Ba In K,150.637,2.898
Hf In K,158.67,3.391
In K Ta,153.258,3.059
In K W,157.964,3.348
In K Os,171.4,4.173
In Ir K,160.06,3.476
In K Pt,152.327,3.001
In K Tl,165.964,3.839
Ba K Sn,146.332,2.633
Hf K Sn,154.588,3.14
K Sn Ta,149.028,2.799
K Sn W,153.864,3.096
K Os Sn,167.629,3.941
Ir K Sn,156.014,3.228
K Pt Sn,148.07,2.74
K Sn Tl,162.066,3.6
K Pb Sn,144.111,2.497
Ba Cs K,164.011,3.719
Cs Hf K,171.418,4.174
Cs K Ta,166.421,3.867
Cs K W,170.765,4.134
Cs K Os,183.265,4.902
Cs Ir K,172.705,4.253
Cs K Pt,165.564,3.815
Au Cs K,162.466,3.624
Cs Hg K,177.363,4.539
Cs K Tl,178.191,4.59
Bi Cs K,162.182,3.607
Ba Hf K,161.054,3.537
Ba K Ta,155.725,3.21
Ba K W,160.359,3.495
Ba K Os,173.61,4.309
Ba Ir K,162.423,3.622
Ba K Pt,154.808,3.154
Au Ba K,151.491,2.95
Ba Hg K,167.368,3.925
Ba K Tl,168.245,3.979
Ba K Pb,151.026,2.922
Hf K Ta,163.508,3.688
Hf K W,167.927,3.96
Hf K Os,180.624,4.74
Hf Ir K,169.9,4.081
Hf K Pt,162.635,3.635
Au Hf K,159.48,3.441
Hf Hg K,174.632,4.372
Hf K Tl,175.473,4.423
Hf K Pb,159.039,3.414
Bi Hf K,159.191,3.423
K Ta W,162.823,3.646
K Os Ta,175.889,4.449
Ir K Ta,164.857,3.771
K Pt Ta,157.36,3.311
Au K Ta,154.097,3.11
Hg K Ta,169.73,4.07
K Ta Tl,170.595,4.124
K Pb Ta,153.64,3.082
Bi K Ta,153.798,3.092
K Os W,180.005,4.702
Ir K W,169.241,4.04
K Pt W,161.947,3.592
Au K W,158.779,3.398
Hg K W,173.992,4.332
K Tl W,174.836,4.384
K Pb W,158.336,3.371
Bi K W,158.488,3.38
Ir K Os,181.846,4.815
K Os Pt,175.078,4.399
Au K Os,172.151,4.219
Hg K Os,186.275,5.087
K Os Tl,187.064,5.135
K Os Pb,171.743,4.194
Bi K Os,171.883,4.203
Ir K Pt,163.991,3.718
Au Ir K,160.863,3.526
Hg Ir K,175.896,4.449
Ir K Tl,176.731,4.5
Ir K Pb,160.426,3.499
Bi Ir K,160.576,3.508
Au K Pt,153.171,3.053
Hg K Pt,168.89,4.019
K Pt Tl,169.759,4.072
K Pb Pt,152.711,3.025
Bi K Pt,152.869,3.035
Au Hg K,165.854,3.832
Hg K Tl,181.285,4.78
Hg K Pb,165.43,3.806
Bi Hg K,165.576,3.815
K Pb Tl,166.317,3.861
Bi K Tl,166.462,3.87
Ca Sc Ti,144.597,2.527
Ca Sc V,160.043,3.475
Ca Cr Sc,144.989,2.551
Ca Mn Sc,144.355,2.512
Ca Fe Sc,137.855,2.112
Ca Co Sc,142.064,2.371
Ca Ni Sc,139.038,2.185
Ca Cu Sc,138.726,2.166
Ca Sc Zn,143.185,2.44
Ca Ga Sc,151.473,2.949
Ca Rb Sc,172.314,4.229
Ca Sc Sr,155.178,3.177
Ca Sc Y,144.896,2.545
Ca Sc Zr,146.04,2.615
Ca Nb Sc,152.419,3.007
Ca Mo Sc,148.757,2.782
Ag Ca Sc,149.276,2.814
Ca Cd Sc,155.518,3.197
Ca In Sc,149.296,2.815
Ca Sc Sn,144.951,2.548
Ca Cs Sc,162.78,3.644
Ba Ca Sc,151.828,2.971
Ca Hf Sc,159.8,3.46
Ca Sc Ta,154.428,3.131
Ca Sc W,159.1,3.417
Ca Os Sc,172.448,4.237
Ca Ir Sc,161.18,3.545
Ca Pt Sc,153.504,3.074
Au Ca Sc,150.157,2.868
Ca Hg Sc,166.162,3.851
Ca Sc Tl,167.045,3.906
Ca Pb Sc,149.689,2.839
Bi Ca Sc,149.85,2.849
Ca Ti V,152.308,3.0
Ca Cr Ti,136.404,2.023
Ca Mn Ti,135.73,1.982
Ca Fe Ti,128.795,1.556
Ca Co Ti,133.29,1.832
Ca Ni Ti,130.06,1.634
Ca Cu Ti,129.727,1.613
Ca Ti Zn,134.484,1.905
Ca Ga Ti,143.277,2.446
Ca Rb Ti,165.155,3.789
Ca Sr Ti,147.189,2.686
Ca Ti Y,136.305,2.017
Ca Ti Zr,137.52,2.092
Ca Nb Ti,144.277,2.507
Ca Mo Ti,140.403,2.269
Ag Ca Ti,140.952,2.303
Ca Cd Ti,147.547,2.708
Ca In Ti,140.973,2.304
Ca Sn Ti,136.363,2.021
Ca Cs Ti,155.182,3.177
Ba Ca Ti,143.652,2.469
Ca Hf Ti,152.053,2.985
Ca Ta Ti,146.397,2.637
Ca Ti W,151.318,2.939
Ca Os Ti,165.295,3.798
Ca Ir Ti,153.503,3.074
Ca Pt Ti,145.422,2.577
Au Ca Ti,141.885,2.36
Ca Hg Ti,158.726,3.394
Ca Ti Tl,159.65,3.451
Ca Pb Ti,141.389,2.33
Ca Cr V,152.681,3.023
Ca Mn V,152.079,2.986
Ca Fe V,145.922,2.608
Ca Co V,149.906,2.853
Ca Ni V,147.041,2.677
Ca Cu V,146.746,2.659
Ca V Zn,150.968,2.918
Ca Ga V,158.851,3.402
Ca Rb V,178.834,4.63
Ca Sr V,162.388,3.619
Ca V Y,152.592,3.018
Ca V Zr,153.679,3.084
Ca Nb V,159.753,3.458
Ca Mo V,156.263,3.243
Ag Ca V,156.757,3.274
Ca Cd V,162.713,3.639
Ca In V,156.776,3.275
Ca Sn V,152.644,3.021
Ca Cs V,169.667,4.067
Ba Ca V,159.189,3.423
Ca Hf V,166.81,3.891
Ca Ta V,161.671,3.575
Ca V W,166.139,3.85
Ca Os V,178.963,4.638
Ca Ir V,168.133,3.972
Ca Pt V,160.788,3.521
Au Ca V,157.597,3.325
Ca Hg V,172.914,4.266
Ca Tl V,173.763,4.318
Ca Pb V,157.15,3.298
Bi Ca V,157.304,3.307
Ca Cr Mn,136.147,2.008
Ca Cr Fe,129.235,1.583
Ca Co Cr,133.716,1.858
Ca Cr Ni,130.496,1.66
Ca Cr Cu,130.164,1.64
Ca Cr Zn,134.906,1.931
Ca Cr Ga,143.673,2.47
Ca Cr Rb,165.499,3.811
Ca Cr Sr,147.574,2.709
Ca Cr Y,136.721,2.043
Ca Cr Zr,137.933,2.117
Ca Cr Nb,144.669,2.531
Ca Cr Mo,140.806,2.294
Ag Ca Cr,141.354,2.327
Ca Cd Cr,147.931,2.731
Ca Cr In,141.375,2.329
Ca Cr Sn,136.779,2.046
Ca Cr Cs,155.548,3.199
Ba Ca Cr,144.046,2.493
Ca Cr Hf,152.426,3.008
Ca Cr Ta,146.785,2.661
Ca Cr W,151.692,2.962
Ca Cr Os,165.638,3.819
Ca Cr Ir,153.873,3.096
Ca Cr Pt,145.812,2.601
Au Ca Cr,142.285,2.385
Ca Cr Hg,159.083,3.416
Ca Cr Tl,160.005,3.473
Ca Cr Pb,141.79,2.354
Bi Ca Cr,141.96,2.365
Ca Fe Mn,128.523,1.539
Ca Co Mn,133.028,1.816
Ca Mn Ni,129.791,1.617
Ca Cu Mn,129.457,1.597
Ca Mn Zn,134.224,1.889
Ca Ga Mn,143.033,2.431
Ca Mn Rb,164.944,3.776
Ca Mn Sr,146.951,2.671
Ca Mn Y,136.048,2.002
Ca Mn Zr,137.266,2.076
Ca Mn Nb,144.034,2.492
Ca Mn Mo,140.153,2.254
Ag Ca Mn,140.704,2.287
Ca Cd Mn,147.31,2.693
Ca In Mn,140.725,2.289
Ca Cs Mn,154.957,3.163
Ba Ca Mn,143.408,2.454
Ca Hf Mn,151.823,2.971
Ca Mn Ta,146.158,2.623
Ca Mn W,151.086,2.925
Ca Mn Os,165.083,3.785
Ca Ir Mn,153.275,3.06
Ca Mn Pt,145.181,2.563
Au Ca Mn,141.638,2.345
Ca Hg Mn,158.505,3.381
Ca Mn Tl,159.431,3.438
Ca Co Fe,125.944,1.381
Ca Fe Ni,122.52,1.171
Ca Cu Fe,122.166,1.149
Ca Fe Zn,127.207,1.458
Ca Fe Ga,136.469,2.027
Ca Fe Rb,159.285,3.429
Ca Fe Sr,140.57,2.279
Ca Fe Y,129.13,1.577
Ca Fe Zr,130.412,1.655
Ca Fe Nb,137.518,2.092
Ca Fe Mo,133.448,1.842
Ag Ca Fe,134.026,1.877
Ca Cd Fe,140.946,2.302
Ca Fe In,134.048,1.879
Ca Fe Sn,129.191,1.58
Ca Cs Fe,148.92,2.792
Ba Ca Fe,136.862,2.052
Ca Fe Hf,145.656,2.592
Ca Fe Ta,139.742,2.228
Ca Fe W,144.888,2.545
Ca Fe Os,159.43,3.438
Ca Fe Ir,147.169,2.685
Ca Fe Pt,138.719,2.166
Au Ca Fe,135.007,1.938
Ca Fe Hg,152.609,3.019
Ca Fe Tl,153.57,3.078
Bi Ca Fe,134.665,1.917
Ca Co Ni,127.238,1.46
Ca Co Cu,126.897,1.439
Ca Co Zn,131.757,1.738
Ca Co Rb,162.942,3.653
Ca Co Sr,144.701,2.533
Ca Co Y,133.614,1.852
Ca Co Zr,134.854,1.928
Ca Co Nb,141.738,2.351
Ca Co Mo,137.792,2.109
Ag Ca Co,138.352,2.143
Ca Cd Co,145.065,2.555
Ca Co In,138.374,2.144
Ca Co Cs,152.825,3.032
Ba Ca Co,141.101,2.312
Ca Co Hf,149.646,2.837
Ca Co Ta,143.896,2.484
Ca Co W,148.899,2.791
Ca Co Os,163.083,3.662
Ca Co Ir,151.119,2.927
Ca Co Pt,142.903,2.423
Au Ca Co,139.303,2.201
Ca Co Hg,156.421,3.253
Ca Co Tl,157.359,3.311
Ca Co Pb,138.797,2.17
Bi Ca Co,138.971,2.181
Ca Ni Rb,160.311,3.492
Ca Ni Sr,141.731,2.351
Ca Ni Zr,131.662,1.732
Ca Nb Ni,138.704,2.165
Ca Mo Ni,134.67,1.917
Ag Ca Ni,135.243,1.952
Ca Cd Ni,142.103,2.373
Ca Cs Ni,150.016,2.859
Ba Ca Ni,138.054,2.125
Ca Hf Ni,146.777,2.661
Ca Ni Ta,140.909,2.3
Ca Ni W,146.014,2.614
Ca Ni Os,160.454,3.501
Ca Ir Ni,148.278,2.753
Ca Ni Pt,139.895,2.238
Au Ca Ni,136.215,2.012
Ca Hg Ni,153.678,3.084
Ca Ni Tl,154.633,3.143
Ca Ni Pb,135.698,1.98
Bi Ca Ni,135.876,1.991
Ca Cu Rb,160.04,3.475
Ca Cu Sr,141.425,2.332
Ca Cu Y,130.06,1.634
Ca Cu Zr,131.333,1.712
Ca Cu Nb,138.392,2.145
Ca Cu Mo,134.348,1.897
Ca Cs Cu,149.727,2.842
Ba Ca Cu,137.74,2.105
Ca Cu Hf,146.482,2.642
Ca Cu Ta,140.601,2.281
Ca Cu W,145.717,2.595
Ca Cu Os,160.184,3.484
Ca Cu Ir,147.986,2.735
Ca Cu Pt,139.586,2.219
Au Ca Cu,135.897,1.992
Ca Cu Tl,154.353,3.126
Ca Rb Zn,163.92,3.714
Ca Y Zn,134.805,1.925
Ca Zn Zr,136.034,2.001
Ca Nb Zn,142.861,2.42
Ca Mo Zn,138.948,2.18
Ca In Zn,139.524,2.215
Ca Cs Zn,153.867,3.096
Ba Ca Zn,142.23,2.381
Ca Hf Zn,150.711,2.902
Ca Ta Zn,145.002,2.552
Ca W Zn,149.968,2.857
Ca Os Zn,164.06,3.722
Ca Ir Zn,152.173,2.992
Ca Tl Zn,158.372,3.373
Ca Ga Rb,171.208,4.161
Ca Ga Sr,153.949,3.101
Ca Ga Y,143.579,2.464
Ca Ga Zr,144.733,2.535
Ca Ga Nb,151.167,2.93
